ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:667,https://data.museumplantinmoretus.be/ark:/11975/4cf64296-c8ed-5a68-9716-52b01baa2473,Registers,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>bevat een losse index</p>
","<p>bevat een losse index</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:714,Verwijzing naar MPM objectbeschrijvingen,3b6b68f7-c047-5cb6-8958-555ae71e8637,"[{""resourceId"": ""3b6b68f7-c047-5cb6-8958-555ae71e8637"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e2feee0-4e7f-435e-89bd-8e612fad028e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7393af95-0c7b-4c17-80cb-2268ad633180"", ""ontologyProperty"": """", ""resourceXresourceId"": ""03514a7b-1cda-4d8e-8786-a6b58d1de7c2"", ""inverseOntologyProperty"": """"}]"
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631,1746,No Copyright - Public Domain Mark 1.0,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16310315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16551215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631-03-15,,1655-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_Languages,2,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000655,referentienummer,False,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:667,brocade id,False,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:667/N,brocade url,False,,,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c1a97a02-593e-5c79-869e-aaba1cb7c9ae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""486f8186-ea16-419c-856e-af92779a9a53"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
4cf64296-c8ed-5a68-9716-52b01baa2473,tg:mpmre:667,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cargasoenboek 1631-1655,titles proper,Dutch (language),,,,
