ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
c446af9f-6b31-562d-828c-cb10cdeca04a,tg:mpmre:470,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:470,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/c446af9f-6b31-562d-828c-cb10cdeca04a,object identifier,Registers,,,,,,,
c446af9f-6b31-562d-828c-cb10cdeca04a,tg:mpmre:470,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 16 losse stukken</p>
","<p>Bevat 16 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c446af9f-6b31-562d-828c-cb10cdeca04a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7cbc0f9f-ff11-48de-9b2d-ba626b46e3c1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""36498578-4ddf-4363-935f-e6237bdceb4c"", ""inverseOntologyProperty"": """"}]"
c446af9f-6b31-562d-828c-cb10cdeca04a,tg:mpmre:470,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,1982,No Copyright - Public Domain Mark 1.0,
c446af9f-6b31-562d-828c-cb10cdeca04a,tg:mpmre:470,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18670109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c446af9f-6b31-562d-828c-cb10cdeca04a,tg:mpmre:470,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18740630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c446af9f-6b31-562d-828c-cb10cdeca04a,tg:mpmre:470,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867-01-09,,1874-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c446af9f-6b31-562d-828c-cb10cdeca04a,tg:mpmre:470,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,,
c446af9f-6b31-562d-828c-cb10cdeca04a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000465,referentienummer,False,,,,,,,,,,,,,,,,,,
c446af9f-6b31-562d-828c-cb10cdeca04a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:470,brocade id,False,,,,,,,,,,,,,,,,,,
