ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:501,https://data.museumplantinmoretus.be/ark:/11975/95942d90-426e-570f-a9dc-cad72e91523b,Registers,,,,,,,
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 3 losse stukken</p>
","<p>Bevat 3 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:49,Verwijzing naar MPM objectbeschrijvingen,4ded8afb-14d0-5ab0-9f19-ae6afe67e9bd,"[{""resourceId"": ""4ded8afb-14d0-5ab0-9f19-ae6afe67e9bd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d3a1977c-8c83-4c40-b677-0af278914e6c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:126,Verwijzing naar MPM objectbeschrijvingen,e4fcbbcf-76c3-56b1-9fbf-8f13f80c6b43,"[{""resourceId"": ""e4fcbbcf-76c3-56b1-9fbf-8f13f80c6b43"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8209ea46-03c8-4315-bfa8-2d5cc885612b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95942d90-426e-570f-a9dc-cad72e91523b,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""673dd483-5ab9-4424-af0e-5a94bf845873"", ""ontologyProperty"": """", ""resourceXresourceId"": ""42897ba0-0c34-449f-936f-eb9318512b43"", ""inverseOntologyProperty"": """"}]"
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,1759,No Copyright - Public Domain Mark 1.0,
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16440300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95942d90-426e-570f-a9dc-cad72e91523b,tg:mpmre:501,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
