ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:435,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/91f53d52-5f05-59ab-a202-5ef824595527,object identifier,Registers,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bevat 43 losse stukken</p>
","<p>Bevat 43 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:436,Verwijzing naar MPM objectbeschrijvingen,f574140e-40c0-5478-9c0e-db6ec538f4dd,"[{""resourceId"": ""f574140e-40c0-5478-9c0e-db6ec538f4dd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c79cced-4d73-417f-8fdc-8c578384554b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:434,Verwijzing naar MPM objectbeschrijvingen,c31067d6-28e2-5e61-bd2d-a94e28f62789,"[{""resourceId"": ""c31067d6-28e2-5e61-bd2d-a94e28f62789"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5f43a1be-9276-42c2-bea6-c8b33e2a66a6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4ddb4666-2e12-45fb-94c3-2fd7ba418d64"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1ed63d98-8170-4e74-a8f7-c5c0f82196bb"", ""inverseOntologyProperty"": """"}]"
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,1845,No Copyright - Public Domain Mark 1.0,
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17300612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17470628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730-06-12,,1747-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,tg:mpmre:435,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000430,referentienummer,False,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:435,brocade id,False,,,,,,,,,,,,,,,,,,
91f53d52-5f05-59ab-a202-5ef824595527,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:435/N,brocade url,False,,,,,,,,,,,,,,,,,,
