ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:360,https://data.museumplantinmoretus.be/ark:/11975/c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,Registers,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:361,Verwijzing naar MPM objectbeschrijvingen,23c9c8da-184d-5824-af96-cb42fee11e52,"[{""resourceId"": ""23c9c8da-184d-5824-af96-cb42fee11e52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bfd32eca-d359-480f-92e5-39e33475cfa8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:359,Verwijzing naar MPM objectbeschrijvingen,307f5652-2566-509f-afbe-b97dc4f72371,"[{""resourceId"": ""307f5652-2566-509f-afbe-b97dc4f72371"", ""ontologyProperty"": """", ""resourceXresourceId"": ""db3e9b59-62dd-47fb-b766-4645ea35a632"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""473bd423-b034-44ea-b38b-94cc090fc146"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9cf74e4d-6a67-4ec2-a695-997fd6cf7fed"", ""inverseOntologyProperty"": """"}]"
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,1741,No Copyright - Public Domain Mark 1.0,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16260102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16261231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626-01-02,,1626-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_Languages,2,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000355,referentienummer,False,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:360,brocade id,False,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:360/N,brocade url,False,,,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""51c8c083-bf74-5664-8f35-39fb5d585be2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6f7315d-e349-40e1-9bee-b2e2d4fd20fc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal 1626,titles proper,Dutch (language),,,,
c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,tg:mpmre:360,e73_Titles,2,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal vant' jaer 1626 gheteekent PP,incipits,Dutch (language),,,,
