ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:63,https://data.museumplantinmoretus.be/ark:/11975/2f117988-87ce-5100-8dc1-16c3ad5f44af,Registers,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bevat de losse stukken &quot;Facture des tonneaux envoyez a Franckfort pour la foire de septembre 1602&quot; en &quot;Verzeichnüss der bücher so zu frankfurt im gewolbe sind geblieben anno 1602 in der herbstmesse</p>
","<p>Bevat de losse stukken &quot;Facture des tonneaux envoyez a Franckfort pour la foire de septembre 1602&quot; en &quot;Verzeichnüss der bücher so zu frankfurt im gewolbe sind geblieben anno 1602 in der herbstmesse</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_AssociatedRecords,1,,,,,,mpmre,Hh,volgend register,tg:mpmre:66,Verwijzing naar MPM objectbeschrijvingen,d48cddca-965b-5df5-a070-4cc294645718,"[{""resourceId"": ""d48cddca-965b-5df5-a070-4cc294645718"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a640632d-1b72-4b72-b38a-b7134711195e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_AssociatedRecords,2,,,,,,mpmre,Ff,vorig register,tg:mpmre:62,Verwijzing naar MPM objectbeschrijvingen,fff077f4-4148-5688-aedf-18ca46fe78dc,"[{""resourceId"": ""fff077f4-4148-5688-aedf-18ca46fe78dc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fe3846f4-ad1b-4aba-ad6d-9fec7b5b925a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cf06b8b3-61fa-42f6-8347-aa75e1b13caa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""33428745-7252-4d4b-81b8-b207ddb4cbe9"", ""inverseOntologyProperty"": """"}]"
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602,1717,No Copyright - Public Domain Mark 1.0,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16020900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000058,referentienummer,False,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:63,brocade id,False,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:63/N,brocade url,False,,,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""14d253be-f149-50b8-8720-c7e69f15ca01"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a707bfd8-4755-4ccc-97ea-b90b93ad979b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cahier de Francfort, september 1602",titles proper,Dutch (language),,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1602,constructed titles,Dutch (language),,,,
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,e73_Titles,3,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gg PLNT september 1602,incipits,Dutch (language),,,,
