ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:159,https://data.museumplantinmoretus.be/ark:/11975/c56698bc-1b59-5b37-a978-c248fdbc6484,Akten,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1671fbc3-c7fe-44e8-864a-6b333cab61f0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ef49f723-965e-4a4d-8dcb-e01ba5dddb28"", ""inverseOntologyProperty"": """"}]"
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671,1786,No Copyright - Public Domain Mark 1.0,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_CreationActors,,,au::106905,,,,mpmak,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16710809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000147,referentienummer,False,,,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:159,brocade id,False,,,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:159/N,brocade url,False,,,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f1c9d31e-e6e6-5226-b971-a46b735f03a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dbea7ad4-4618-4719-8c02-3c3688561c29"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rekening-courant voor het convent van de kapucijnen [O.F.M.Cap.] te Leuven,titles proper,Dutch (language),,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,e73_Titles,2,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Couvent des capucins a Louvain debet,incipits,French (language),,,,
