ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,Documented Place Name Widget,Creation Place Widget,Transactions
5fe90587-f04d-56eb-8c16-d77ea750d650,tg:rubgr:1358,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:1358,https://data.rubenianum.be//ark:/86530/5fe90587-f04d-56eb-8c16-d77ea750d650,Handschriften,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b81cb9e8-b31e-4b7c-b4fd-fca92776bdc0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0d847fc2-f36c-42d9-84bb-351cfd47575c"", ""inverseOntologyProperty"": """"}]"
5fe90587-f04d-56eb-8c16-d77ea750d650,tg:rubgr:1358,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,tg:rubgr:1358,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[vouwblad] Ad [Addendum] BRUEGEL: Peasant's Dance, Vienna. The Fool: G. Marlier, Ambrosius Benson et la peinture à Bruges au temps de Charles-Quint, Damme [Maerlantmuseum], 1957, citaten ch. X, p. 231, 235; Glück, Rubens' Liebesgarten, (in Rubens, V.D. [van Dijck] & ihr Kreis) [= Gustav Glück, Ludwig Burchard, Robert Eigenberger (Hrsg.), Rubens, van Dyck und ihr Kreis, Wien: Anton Schroll, 1933], citaten pp. 88, 92.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,tg:rubgr:1358,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gepubliceerd in /als,c:lvd:857620,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,tg:rubgr:1358,e73_ExternalRelations,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gepubliceerd in /als,c:lvd:13238669,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,tg:rubgr:1358,e73_ExternalRelationsExtras,a::rub.36,ow.link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,online catalogs,261053,https://rkd.nl/nl/explore/images/,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000001358,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>3605</priref>
			<number>AFG_036_011</number>
			<content>[vouwblad] Ad [Addendum] BRUEGEL: Peasant's Dance, Vienna. The Fool: G. Marlier, Ambrosius Benson et la peinture &#224; Bruges au temps de Charles-Quint, Damme [Maerlantmuseum], 1957, citaten ch. X, p. 231, 235; Gl&#252;ck, Rubens' Liebesgarten, (in Rubens, V.D. [van Dijck] &amp; ihr Kreis) [= Gustav Gl&#252;ck, Ludwig Burchard, Robert Eigenberger (Hrsg.), Rubens, van Dyck und ihr Kreis, Wien: Anton Schroll, 1933], citaten pp. 88, 92.</content>
			<object.object_number>AFG_036</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>Notitie</editorial_form>
			<editorial_form>Referentie</editorial_form>
			<object.title>Peasant's Dance</object.title>
			<keyword>Burchard, Ludwig</keyword>
			<keyword>Gl&#252;ck, Gustav</keyword>
			<keyword>Marlier, Georges</keyword>
			<object.creator>Bruegel, Pieter I</object.creator>
			<documentation.author>Marlier, Georges</documentation.author>
			<documentation.author>Gl&#252;ck, Gustav</documentation.author>
			<input.date>2012-08-21</input.date>
			<edit.date>2014-09-02</edit.date>
			<edit.date>2012-09-18</edit.date>
			<edit.date>2012-08-21</edit.date>
			<edit.date>2012-08-21</edit.date>
			<edit.date>2012-08-21</edit.date>
			<edit.date>2012-08-21</edit.date>
			<edit.date>2012-08-21</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<documentation.shelfmark/>
			<documentation.shelfmark/>
			<documentation.title>Ambrosius Benson et la peinture &#224; Bruges au temps de Charles-Quint</documentation.title>
			<documentation.title>Rubens' Liebesgarten [1933]</documentation.title>
			<edit.time>14:49:43</edit.time>
			<edit.time>14:14:24</edit.time>
			<edit.time>11:56:11</edit.time>
			<edit.time>11:52:36</edit.time>
			<edit.time>11:51:26</edit.time>
			<edit.time>11:49:46</edit.time>
			<edit.time>11:47:50</edit.time>
			<input.time>11:45:28</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<documentation.title.article/>
			<documentation.title.article/>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:1358,brocade id,False,,,,,,,,,,,,,,,,,,,,,,
5fe90587-f04d-56eb-8c16-d77ea750d650,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:1358/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,
