ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:517,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/71fd73a7-1c26-54f5-bfb2-6a90b197a887,object identifier,Registers,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Colofon: &quot;27. 9ber. 1764 taxaet der Boecken door Paul Franc.s Schilder overgenomen uyt het sterfhuijs sijns vaders, getaxeert door boeckdrucker grangé&quot; (fol. [4] verso)</p>
","<p>Colofon: &quot;27. 9ber. 1764 taxaet der Boecken door Paul Franc.s Schilder overgenomen uyt het sterfhuijs sijns vaders, getaxeert door boeckdrucker grangé&quot; (fol. [4] verso)</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""864cc82f-8e04-4a7e-a598-9ee1d5c09896"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ac8d47df-97ce-42af-8990-a2fa482a9a3b"", ""inverseOntologyProperty"": """"}]"
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764,1879,No Copyright - Public Domain Mark 1.0,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17641127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000512,referentienummer,False,,,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:517,brocade id,False,,,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:517/N,brocade url,False,,,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b052c0a6-2b79-5222-831b-8e6ffcfab2bb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aeed8bfe-4224-4d66-a3ef-b492063aa5b2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
71fd73a7-1c26-54f5-bfb2-6a90b197a887,tg:mpmre:517,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lijste der boecken overgenomen uijt het sterfhuijs van wijlen Francois Schilder, door Paul Franc.s Schilder, op taxaet als volgt",titles proper,Dutch (language),,,,
