ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:495,https://data.museumplantinmoretus.be/ark:/11975/0858a9d6-21e1-5cd5-a238-55033bfccd9f,Registers,,,,,,,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 1 losse index en 21 losse stukken</p>
","<p>Bevat 1 losse index en 21 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:497,Verwijzing naar MPM objectbeschrijvingen,f03b8fd6-9d73-5917-a1a5-2fbdf3c6e744,"[{""resourceId"": ""f03b8fd6-9d73-5917-a1a5-2fbdf3c6e744"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d528f112-f62a-4399-aade-9d4ca4e12f87"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:494,Verwijzing naar MPM objectbeschrijvingen,91b90b3c-621b-59a3-b9a4-6b312b5fc80b,"[{""resourceId"": ""91b90b3c-621b-59a3-b9a4-6b312b5fc80b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""036c38a4-6216-47dd-899e-c131dd7bf19f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d1bcf461-af11-4895-99e9-d54d4cc12eb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""802bc67d-a685-4581-8a6b-8275c64fdc23"", ""inverseOntologyProperty"": """"}]"
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629,1744,No Copyright - Public Domain Mark 1.0,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16290300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16380300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858a9d6-21e1-5cd5-a238-55033bfccd9f,tg:mpmre:495,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629-03,,1638-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
