ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:291,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,object identifier,Akten,,,,,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""19b4d8d4-c7b5-44b7-a04b-777b852f7c87"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0a8f720d-50d5-4aa5-a4e5-9fdba597f4be"", ""inverseOntologyProperty"": """"}]"
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1740,No Copyright - Public Domain Mark 1.0,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16250215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000279,referentienummer,False,,,,,,,,,,,,,,,,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:291,brocade id,False,,,,,,,,,,,,,,,,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:291/N,brocade url,False,,,,,,,,,,,,,,,,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""30b9c5a1-92bc-5cbc-8f98-20012f15047b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d5e0bdbc-9a04-471b-85ae-8c1ef96c9948"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
