ResourceID,mmb_id,card,order,au_code,au_name,Connected Subject Role,Connected Subject Widget,Connected Subject Note
e76e0866-39a5-5fff-969d-855d05005a4d,tg:mmbdc:2,e73_ConnectedSubjects,1,au::115214:1,"Mayer van den Bergh, Ghislaine",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220359"",""au::115214"",""au::115214:1"",""ark:/83110/x0/623d6b47-9b97-5aad-ae38-98948f49f47b"",""Ghislaine Mayer van den Bergh"",""ark:/83110/x0/3897d69c-3a53-5aec-9f39-6e3eb7103be4""],""name"":""Ghislaine Mayer van den Bergh"",""ark"":""ark:/83110/x0/3897d69c-3a53-5aec-9f39-6e3eb7103be4"",""uri"":""/agents/people/12220359"",""id"":""au::115214:1"",""resourceArk"":""ark:/83110/x0/623d6b47-9b97-5aad-ae38-98948f49f47b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
b69cc2df-8442-51a0-a796-7206b92e2201,tg:mmbdc:3,e73_ConnectedSubjects,1,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
b69cc2df-8442-51a0-a796-7206b92e2201,tg:mmbdc:3,e73_ConnectedSubjects,2,au::115209:1,"Mayer van den Bergh, Oscar",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220354"",""au::115209"",""au::115209:1"",""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""Oscar Mayer van den Bergh"",""ark:/83110/x0/9562f041-049c-5d54-ac4f-e7d329ab0f86""],""name"":""Oscar Mayer van den Bergh"",""ark"":""ark:/83110/x0/9562f041-049c-5d54-ac4f-e7d329ab0f86"",""uri"":""/agents/people/12220354"",""id"":""au::115209:1"",""resourceArk"":""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
4028c865-2608-5574-a8ff-779529f18cbe,tg:mmbdc:4,e73_ConnectedSubjects,1,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
4028c865-2608-5574-a8ff-779529f18cbe,tg:mmbdc:4,e73_ConnectedSubjects,2,au::115209:1,"Mayer van den Bergh, Oscar",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220354"",""au::115209"",""au::115209:1"",""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""Oscar Mayer van den Bergh"",""ark:/83110/x0/9562f041-049c-5d54-ac4f-e7d329ab0f86""],""name"":""Oscar Mayer van den Bergh"",""ark"":""ark:/83110/x0/9562f041-049c-5d54-ac4f-e7d329ab0f86"",""uri"":""/agents/people/12220354"",""id"":""au::115209:1"",""resourceArk"":""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
0026923d-dfd2-5f6d-a4e2-b8f73b29ca20,tg:mmbdc:5,e73_ConnectedSubjects,1,au::115214:1,"Mayer van den Bergh, Ghislaine",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220359"",""au::115214"",""au::115214:1"",""ark:/83110/x0/623d6b47-9b97-5aad-ae38-98948f49f47b"",""Ghislaine Mayer van den Bergh"",""ark:/83110/x0/3897d69c-3a53-5aec-9f39-6e3eb7103be4""],""name"":""Ghislaine Mayer van den Bergh"",""ark"":""ark:/83110/x0/3897d69c-3a53-5aec-9f39-6e3eb7103be4"",""uri"":""/agents/people/12220359"",""id"":""au::115214:1"",""resourceArk"":""ark:/83110/x0/623d6b47-9b97-5aad-ae38-98948f49f47b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
0026923d-dfd2-5f6d-a4e2-b8f73b29ca20,tg:mmbdc:5,e73_ConnectedSubjects,2,au::115215:1,"Roest d'Alkemade, Robert de",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220360"",""au::115215"",""au::115215:1"",""ark:/83110/x0/9f911181-eea0-5c58-81da-9dd61f170d2b"",""Robert de Roest d'Alkemade"",""ark:/83110/x0/e4142327-0d32-50b3-9741-90c55e23bc2e""],""name"":""Robert de Roest d'Alkemade"",""ark"":""ark:/83110/x0/e4142327-0d32-50b3-9741-90c55e23bc2e"",""uri"":""/agents/people/12220360"",""id"":""au::115215:1"",""resourceArk"":""ark:/83110/x0/9f911181-eea0-5c58-81da-9dd61f170d2b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
484623ef-fa84-59f8-aaf9-6dadbecc8f89,tg:mmbdc:6,e73_ConnectedSubjects,1,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
484623ef-fa84-59f8-aaf9-6dadbecc8f89,tg:mmbdc:6,e73_ConnectedSubjects,2,au::115208:1,"Mayer, Emil",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer"",""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""resourceArk"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
1509a781-cb9d-5760-8b8f-607e96b7195c,tg:mmbdc:7,e73_ConnectedSubjects,1,au::115216:1,"Mayer van den Bergh, Henriëtte Rosalie",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220363"",""au::115216"",""au::115216:1"",""ark:/83110/x0/a33eb06f-e33a-5dbe-afed-543e95bf1cb3"",""Henriëtte Rosalie Mayer van den Bergh"",""ark:/83110/x0/11b9e506-f228-519a-981a-048382bc200c""],""name"":""Henriëtte Rosalie Mayer van den Bergh"",""ark"":""ark:/83110/x0/11b9e506-f228-519a-981a-048382bc200c"",""uri"":""/agents/people/12220363"",""id"":""au::115216:1"",""resourceArk"":""ark:/83110/x0/a33eb06f-e33a-5dbe-afed-543e95bf1cb3"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
