ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,tg:lhbr:149049,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:149049,record identifiers,https://data.letterenhuis.be/ark:/24970/eeb3abe5-5f38-5f28-9549-5a1b294b2e25,object identifier,Brieven,,,,,,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""897111ef-282c-4f40-902a-21135bd7c31d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1008164f-40a5-481f-801d-4734519cc889"", ""inverseOntologyProperty"": """"}]"
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,tg:lhbr:149049,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903.0,2018,No Known Copyright,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,tg:lhbr:149049,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19030129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,tg:lhbr:149049,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1903-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,tg:lhbr:149049,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000140476,referentienummer,False,,,,,,,,,,,,,,,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:149049,brocade id,False,,,,,,,,,,,,,,,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:149049/N,brocade url,False,,,,,,,,,,,,,,,
eeb3abe5-5f38-5f28-9549-5a1b294b2e25,tg:lhbr:149049,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""58b29505-c38b-545d-abf3-9d043f5130c9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0b1f6b53-cc9a-4874-ad5b-9a1525764fbd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
