ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:68624,record identifiers,https://data.letterenhuis.be/ark:/24970/d88dd154-685c-5c9a-852b-6ce39c948270,object identifier,Brieven,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9d8edbd3-c057-4f27-915c-7558f155b9a4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7aa4b06e-488d-4e80-87ee-30a84a72db64"", ""inverseOntologyProperty"": """"}]"
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.0,2092,In Copyright,
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19770505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1977-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000065769,referentienummer,False,,,,,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:68624,brocade id,False,,,,,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:68624/N,brocade url,False,,,,,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""97f3c950-2488-5841-90fb-bc211eb1a458"", ""ontologyProperty"": """", ""resourceXresourceId"": ""47c58db9-0a07-4d1a-8468-431f40e7d3cd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,e73_Titles,,,au::33210,,,,lhbr,lhbr,Brief,82f1e1ad-b043-593c-97ed-f1ed92f9ce88,bs,,au::33210:1,au::33210g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/3553470"",""au::33210"",""au::33210:1"",""ark:/83110/x0/82f1e1ad-b043-593c-97ed-f1ed92f9ce88"",""Tore Hamsun"",""ark:/83110/x0/17d06181-8c5d-5058-8db2-bd5584b440a6""],""name"":""Tore Hamsun"",""ark"":""ark:/83110/x0/17d06181-8c5d-5058-8db2-bd5584b440a6"",""uri"":""/agents/people/3553470"",""id"":""au::33210:1"",""resourceArk"":""ark:/83110/x0/82f1e1ad-b043-593c-97ed-f1ed92f9ce88"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/82f1e1ad-b043-593c-97ed-f1ed92f9ce88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d88dd154-685c-5c9a-852b-6ce39c948270,tg:lhbr:68624,e73_Titles,,,au::20012:::RDV.2,,,,lhbr,lhbr,Brief,48fe207b-4a45-5c0f-92c7-4dce6831a1ce,co,,au::20012:1::RDV.2,au::20012g:1::RDV.2,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/2141284"",""au::20012"",""au::20012:1"",""ark:/83110/x0/cb36792c-a9a6-50d7-a8dd-f1f73b7e9cc2"",""Jos Vinks [Redacteur van Dietsland-Europa]"",""ark:/83110/x0/0286b096-b5bd-5eb2-844d-0e73afa017e2"",""au::20012:1::RDV.2"",""au::20012:1::RDV::au::5665""],""name"":""Jos Vinks [Redacteur van Dietsland-Europa]"",""ark"":""ark:/83110/x0/0286b096-b5bd-5eb2-844d-0e73afa017e2"",""uri"":""/agents/people/2141284"",""id"":""au::20012:1::RDV::au::5665"",""resourceArk"":""ark:/83110/x0/cb36792c-a9a6-50d7-a8dd-f1f73b7e9cc2"",""resourceID"":""au::20012:1"",""capacity"":""Redacteur van Dietsland-Europa"",""isCapacity"":true,""relatorRaw"":""au::20012:1::RDV.2"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cb36792c-a9a6-50d7-a8dd-f1f73b7e9cc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
