ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:20698,record identifiers,https://data.letterenhuis.be/ark:/24970/997a4abe-26fa-552a-acde-437ab30c17e2,object identifier,Foto's,
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Emmanuel Van Straeten, stichter van &quot; Met Tijd en Vlijt &quot;. Penteekening van<br />
Joz.</p>
<p>Eerste boek van 1830 tot 1880.</p>
","<p>Emmanuel Van Straeten, stichter van &quot; Met Tijd en Vlijt &quot;. Penteekening van<br />
Joz.</p>
<p>Eerste boek van 1830 tot 1880.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3f3fe04d-3cec-4fbc-ba02-291fe71c61cd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""481cf7de-c479-491b-b74b-099ff1e94f56"", ""inverseOntologyProperty"": """"}]"
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,e73_CreationTimeSpans,,default_copyright,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Pentekening van Emmanuel van Straelen door Joz.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000019756,referentienummer,,False,,,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:20698,brocade id,,False,,,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:20698/N,brocade url,,False,,,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""47d99e64-916a-55b6-ae3a-d0df3627c99b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c03f4a5b-e21b-4372-a48e-eff95765de44"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,e73_Titles,,,au::17764,,,,,,,lhph,lhph,Foto,bdfc8beb-e0e1-5224-8b3b-27c9980a4477,kw,,au::17764:1,au::17764g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1900748"",""au::17764"",""au::17764:1"",""ark:/83110/x0/bdfc8beb-e0e1-5224-8b3b-27c9980a4477"",""Emmanuel van Straelen"",""ark:/83110/x0/234a54c7-2ba1-541b-9819-e0d1239cc7d8""],""name"":""Emmanuel van Straelen"",""ark"":""ark:/83110/x0/234a54c7-2ba1-541b-9819-e0d1239cc7d8"",""uri"":""/agents/people/1900748"",""id"":""au::17764:1"",""resourceArk"":""ark:/83110/x0/bdfc8beb-e0e1-5224-8b3b-27c9980a4477"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bdfc8beb-e0e1-5224-8b3b-27c9980a4477,,,,,,,,,,,,,,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,e73_Titles,,,au::12698,,,,,,,lhph,lhph,Foto,0e863c8c-dd18-57cd-b061-2a14491216c8,vb,,au::12698:1,au::12698g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/1358686"",""au::12698"",""au::12698:1"",""ark:/83110/x0/0e863c8c-dd18-57cd-b061-2a14491216c8"",""Met Tijd en Vlijt"",""ark:/83110/x0/2b2404ff-1913-5c0c-9e00-3638f1490380""],""name"":""Met Tijd en Vlijt"",""ark"":""ark:/83110/x0/2b2404ff-1913-5c0c-9e00-3638f1490380"",""uri"":""/agents/corporate_entities/1358686"",""id"":""au::12698:1"",""resourceArk"":""ark:/83110/x0/0e863c8c-dd18-57cd-b061-2a14491216c8"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0e863c8c-dd18-57cd-b061-2a14491216c8,,,,,,,,
997a4abe-26fa-552a-acde-437ab30c17e2,tg:lhph:20698,e73_Titles,,,au::17957,,,,,,,lhph,lhph,Foto,e5a92f8c-1d41-56eb-a0b9-224841da8012,vb,,au::17957:1,au::17957g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1921399"",""au::17957"",""au::17957:1"",""ark:/83110/x0/e5a92f8c-1d41-56eb-a0b9-224841da8012"",""Jos de Swerts"",""ark:/83110/x0/e73d4cf3-a310-5e1a-b28c-e1b030d2f2fd""],""name"":""Jos de Swerts"",""ark"":""ark:/83110/x0/e73d4cf3-a310-5e1a-b28c-e1b030d2f2fd"",""uri"":""/agents/people/1921399"",""id"":""au::17957:1"",""resourceArk"":""ark:/83110/x0/e5a92f8c-1d41-56eb-a0b9-224841da8012"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e5a92f8c-1d41-56eb-a0b9-224841da8012,,,,,,,,
