ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
8f8c7521-9d56-54d6-9c23-fbd8021a8310,tg:lhph:24687,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:24687,record identifiers,https://data.letterenhuis.be/ark:/24970/8f8c7521-9d56-54d6-9c23-fbd8021a8310,object identifier,Foto's,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,tg:lhph:24687,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Met citaat op achterkant: &quot; Als dat waar is lijkt hat niets EJC, Het is De Graaf, die in't kruis Kwam opsteken(?) over Brouwer zie. Brief 10 feb.'39</p>
","<p>Met citaat op achterkant: &quot; Als dat waar is lijkt hat niets EJC, Het is De Graaf, die in't kruis Kwam opsteken(?) over Brouwer zie. Brief 10 feb.'39</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""17322da5-a216-4126-9876-05972821dae2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f1ff5719-87a8-4afb-8a12-d42ae04ff80f"", ""inverseOntologyProperty"": """"}]"
8f8c7521-9d56-54d6-9c23-fbd8021a8310,tg:lhph:24687,e73_Copyrights,,,,,,,1920.0,2035,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,tg:lhph:24687,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,tg:lhph:24687,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,tg:lhph:24687,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Martinus Nijhoff; portret als jonge dichter.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000023646,referentienummer,,False,,,,,,,,,,,,,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIRES\Nijhoff-M\nijhoff01.tif,commentaar gebruiker,,False,,,,,,,,,,,,,
8f8c7521-9d56-54d6-9c23-fbd8021a8310,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:24687,brocade id,,False,,,,,,,,,,,,,
