ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:26990,record identifiers,https://data.letterenhuis.be/ark:/24970/cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,object identifier,Foto's,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Op karton (103 x 63) geplakt.</p>
","<p>Op karton (103 x 63) geplakt.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b8ae6759-8f35-4381-bb53-1485bd9c7348"", ""ontologyProperty"": """", ""resourceXresourceId"": ""918e9e83-75c3-49dc-93df-5446f7111c7e"", ""inverseOntologyProperty"": """"}]"
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_Copyrights,,,,,,,1935.0,2050,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990_#1,e73_CreationPlacesSource_lhph,1,,,,,,,,,,,,,,,,,,,,,lhph,Ostende,,,,,,Oostende (Oostende),au::101189,06947c9d-bb2e-5b3e-9368-6e60f61738da,au::101189,06947c9d-bb2e-5b3e-9368-6e60f61738da,,au::101189,remarks,Nederlands,"dlod={""name"":""Oostende (Oostende)"",""ark"":""ark:/83110/x0/06947c9d-bb2e-5b3e-9368-6e60f61738da"",""uri"":""/subjects/10827223"",""id"":""au::101189"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>René Peeters; aan zee, op een trap naar de wandeldijk.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000025925,referentienummer,,False,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:26990,brocade id,,False,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:26990/N,brocade url,,False,,,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1aa3d57e-f237-5c9a-876c-de94e0d5b8fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""15804e3b-10f7-4fad-9e5e-190d8f4f8ce7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_Titles,,,au::14563,,,,,,,lhph,lhph,Foto,e90d77e8-3dfa-50cc-8bf1-923517dbeb30,kw,,au::14563:1,au::14563g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1558241"",""au::14563"",""au::14563:1"",""ark:/83110/x0/e90d77e8-3dfa-50cc-8bf1-923517dbeb30"",""René Peeters"",""ark:/83110/x0/0c464bbd-1c97-5872-90e1-fc30724ecb3b""],""name"":""René Peeters"",""ark"":""ark:/83110/x0/0c464bbd-1c97-5872-90e1-fc30724ecb3b"",""uri"":""/agents/people/1558241"",""id"":""au::14563:1"",""resourceArk"":""ark:/83110/x0/e90d77e8-3dfa-50cc-8bf1-923517dbeb30"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e90d77e8-3dfa-50cc-8bf1-923517dbeb30,,,,,,,,,,,,,,,,,,,,,
