ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:43762,record identifiers,https://data.letterenhuis.be/ark:/24970/6c19ee3c-1684-5525-9499-23c882b738eb,object identifier,Foto's,
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Van links naar rechts, staand: Frans Goffa, Eduard Van Hemel, Jozef Calon, Robert Neefs, Réne Van Ieper, Raymond Van de Sande, Paul Poels, Lode Craeybeckx, Victor Brunclair, Leo De Smet, Jos Cool; zittend: Clement Coecke, Gust Breugelmans, Eduard Rubben, Jan Polderman, Hubert De Witte, Jules Van Beeck</p>
","<p>Van links naar rechts, staand: Frans Goffa, Eduard Van Hemel, Jozef Calon, Robert Neefs, Réne Van Ieper, Raymond Van de Sande, Paul Poels, Lode Craeybeckx, Victor Brunclair, Leo De Smet, Jos Cool; zittend: Clement Coecke, Gust Breugelmans, Eduard Rubben, Jan Polderman, Hubert De Witte, Jules Van Beeck</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c19ee3c-1684-5525-9499-23c882b738eb,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""740e948d-c6b2-425f-a4f3-2a53c4dfffbe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a5b32da-3923-40c2-af81-3d3789ed1d9a"", ""inverseOntologyProperty"": """"}]"
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762,e73_Copyrights,,,,,,,1915.0,2030,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762_#1,e73_CreationPlacesSource_lhph,1,,,,,,,,,,,,,,,,,,,,,lhph,"Antwerpen, Sint-Jansplein",,,,,,Antwerpen (Arrondissement Antwerpen),au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19150800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>De leden van de Johanneskring</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
6c19ee3c-1684-5525-9499-23c882b738eb,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000042412,referentienummer,,False,,,,,,,,,,,,,
6c19ee3c-1684-5525-9499-23c882b738eb,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:43762,brocade id,,False,,,,,,,,,,,,,
