ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
2bac9536-f5f8-5b37-94ef-2d8730a2040e,tg:lhph:12370,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:12370,record identifiers,https://data.letterenhuis.be/ark:/24970/2bac9536-f5f8-5b37-94ef-2d8730a2040e,object identifier,Foto's,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,tg:lhph:12370,e73_AnnotationsImmaterial,1,note.lhalg,"<p>foto is voorzien van al de namen van de personen op de foto.</p>
<p>Ook exemplaar bij Yvonne de Man, nr. 148911/17 als postkaart verstuurd vanuit<br />
Mariakerke (aug) aan madame A. de Man, 84 Harmoniestraat, Antwerpen.</p>
","<p>foto is voorzien van al de namen van de personen op de foto.</p>
<p>Ook exemplaar bij Yvonne de Man, nr. 148911/17 als postkaart verstuurd vanuit<br />
Mariakerke (aug) aan madame A. de Man, 84 Harmoniestraat, Antwerpen.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""95a12a53-e974-41c9-b4bd-1692a44b25ee"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b4591a17-e54c-42ff-ac5b-9e0c8694e994"", ""inverseOntologyProperty"": """"}]"
2bac9536-f5f8-5b37-94ef-2d8730a2040e,tg:lhph:12370,e73_Copyrights,,,,,,,1905.0,2020,No Known Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,tg:lhph:12370_#1,e73_CreationPlacesSource_lhph,1,,,,,,,,,,,,,,,,,,,,,lhph,Mariakerke,,,Mariakerke (Gent),au::100659,b69ad89b-73f8-5b23-9f4a-a37c906635c6,Mariakerke (Gent),au::100659,b69ad89b-73f8-5b23-9f4a-a37c906635c6,au::100659,b69ad89b-73f8-5b23-9f4a-a37c906635c6,,au::100659,remarks,Nederlands,"dlod={""name"":""Mariakerke (Gent)"",""ark"":""ark:/83110/x0/b69ad89b-73f8-5b23-9f4a-a37c906635c6"",""uri"":""/subjects/10770513"",""id"":""au::100659"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,tg:lhph:12370,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,tg:lhph:12370,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,tg:lhph:12370,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Jan de Braey samen met Madeleine de Braey, Yvonne de Man en Bob de Man.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000011687,referentienummer,,False,,,,,,,,,,,,,
2bac9536-f5f8-5b37-94ef-2d8730a2040e,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:12370,brocade id,,False,,,,,,,,,,,,,
