ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:35705,record identifiers,https://data.letterenhuis.be/ark:/24970/2179b00e-aaa0-52ff-af2d-509f639771e7,object identifier,Foto's,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Stukje filmstrook van straatfotograaf als postkaart. Namen op achterkant vermeld, handgeschreven in rood en potlood.</p>
","<p>Stukje filmstrook van straatfotograaf als postkaart. Namen op achterkant vermeld, handgeschreven in rood en potlood.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cba44b11-9dad-4687-897c-095a4a86db31"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c749dff5-c848-4dd4-b28d-468fac2892b8"", ""inverseOntologyProperty"": """"}]"
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_Copyrights,,,,,,,1929.0,2044,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705_#1,e73_CreationPlacesSource_lhph,1,,,,,,,,,,,,,,,,,,,,,lhph,Wiesbaden (D),,,,,,"Wiesbaden (Wiesbaden, Landeshauptstadt)",au::102120,41286322-6fa8-5380-930a-8621b32f3b3f,au::102120,41286322-6fa8-5380-930a-8621b32f3b3f,,au::102120,remarks,Nederlands,"dlod={""name"":""Wiesbaden (Wiesbaden, Landeshauptstadt)"",""ark"":""ark:/83110/x0/41286322-6fa8-5380-930a-8621b32f3b3f"",""uri"":""/subjects/10926840"",""id"":""au::102120"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19290908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Victor Leemans met vrienden op stap, Rafael Verhulst en vrouw, rechts Maurits van der Walle.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000034509,referentienummer,,False,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:35705,brocade id,,False,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:35705/N,brocade url,,False,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0d7a8039-c991-5020-9bb3-2ed82b36521d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ffd256e3-9932-42c8-8aa6-35f3def6ee24"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_Titles,,,au::11202,,,,,,,lhph,lhph,Foto,e52820eb-17a5-512a-a612-5819ff1c4262,kw,,au::11202:1,au::11202g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1198614"",""au::11202"",""au::11202:1"",""ark:/83110/x0/e52820eb-17a5-512a-a612-5819ff1c4262"",""Victor Leemans"",""ark:/83110/x0/1f1999bb-9344-5fe5-b3ad-3ec7d01b71d0""],""name"":""Victor Leemans"",""ark"":""ark:/83110/x0/1f1999bb-9344-5fe5-b3ad-3ec7d01b71d0"",""uri"":""/agents/people/1198614"",""id"":""au::11202:1"",""resourceArk"":""ark:/83110/x0/e52820eb-17a5-512a-a612-5819ff1c4262"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e52820eb-17a5-512a-a612-5819ff1c4262,,,,,,,,,,,,,,,,,,,,,
2179b00e-aaa0-52ff-af2d-509f639771e7,tg:lhph:35705,e73_Titles,,,au::20999,,,,,,,lhph,lhph,Foto,7b41874b-8a7c-580f-828c-188b6ffc8197,kw,,au::20999:1,au::20999g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2246893"",""au::20999"",""au::20999:1"",""ark:/83110/x0/7b41874b-8a7c-580f-828c-188b6ffc8197"",""Maurits van de Walle"",""ark:/83110/x0/a8e2cd12-5d74-5e63-8ad5-8671247fbb9e""],""name"":""Maurits van de Walle"",""ark"":""ark:/83110/x0/a8e2cd12-5d74-5e63-8ad5-8671247fbb9e"",""uri"":""/agents/people/2246893"",""id"":""au::20999:1"",""resourceArk"":""ark:/83110/x0/7b41874b-8a7c-580f-828c-188b6ffc8197"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7b41874b-8a7c-580f-828c-188b6ffc8197,,,,,,,,,,,,,,,,,,,,,
