ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:47993,record identifiers,https://data.letterenhuis.be/ark:/24970/d35253c1-820d-5622-b389-fbbdf7a24b6f,object identifier,Foto's,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_AnnotationsImmaterial,1,note.lhalg,"<p>fotograaf Marc Cels</p>
","<p>fotograaf Marc Cels</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_AnnotationsImmaterial,2,note.lhalg,"<p>copyright De Standaard en Het Nieuwsblad</p>
","<p>copyright De Standaard en Het Nieuwsblad</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9a0dad4f-d2bc-468c-adf5-e43b4f1b4a42"", ""ontologyProperty"": """", ""resourceXresourceId"": ""85204f20-a9fd-4516-b04c-163d1f7a8c0d"", ""inverseOntologyProperty"": """"}]"
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_Copyrights,,,,,,,1996.0,2111,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993_#1,e73_CreationPlacesSource_lhph,1,,,,,,,,,,,,,,,,,,,,,lhph,,au::102849,826b2ba0-7ecc-592c-877e-efeef61aeecb,,,,,,,au::102849,826b2ba0-7ecc-592c-877e-efeef61aeecb,,au::102849,remarks,Nederlands,"dlod={""name"":""Parijs (Paris)"",""ark"":""ark:/83110/x0/826b2ba0-7ecc-592c-877e-efeef61aeecb"",""uri"":""/subjects/11004843"",""id"":""au::102849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19960400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-04,,,opschrift object,creation date note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>close-up portret van Seuphor in zijn bureau</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000046323,referentienummer,,False,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:47993,brocade id,,False,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:47993/N,brocade url,,False,,,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a121d210-4e61-5e5f-ad4f-37d930a01c78"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6e22ae76-85f6-4bcb-af46-898e2898ccb6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_MaterialRecords,2,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""226b5575-0b53-55d2-b127-892e5c4ea2f3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6803adcd-bdfd-4b50-a2df-597b9ebb40eb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
d35253c1-820d-5622-b389-fbbdf7a24b6f,tg:lhph:47993,e73_MaterialRecords,3,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e15c571f-4bc8-57d0-9bd1-a6c099e3f1b9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""04d297ec-91cc-4f18-a2ca-633e40eaf8c5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
