ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:821,record identifiers,https://data.letterenhuis.be/ark:/24970/3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,object identifier,Foto's,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4ef1c455-dc1f-4add-bfba-373813535724"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f1ec4a84-44fa-4227-ace9-484348b2771b"", ""inverseOntologyProperty"": """"}]"
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,e73_Copyrights,,,,,,,1967.0,2082,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19670000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Louis-Paul Boon, buste.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000000749,referentienummer,,False,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E:\HIRES\Boon-LP\l-boon13.tif,commentaar gebruiker,,False,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:821,brocade id,,False,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:821/N,brocade url,,False,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f2440146-aca0-52ba-87ee-4b497d56cffc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""41076c04-291b-404c-a127-c8dbe38c8790"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,e73_Titles,,,au::47205,,,,,,,lhph,lhph,Foto,e3474e01-78f0-5c23-9e6d-78a3984f67a7,fo,photographers,au::47205:1,au::47205g:1,,"dlod={""suggest"":[""/agents/people/5050935"",""au::47205"",""au::47205:1"",""ark:/83110/x0/e3474e01-78f0-5c23-9e6d-78a3984f67a7"",""Scripta/Roest"",""ark:/83110/x0/fd162e0e-2599-5f48-b135-60c78dccb809""],""name"":""Scripta/Roest"",""ark"":""ark:/83110/x0/fd162e0e-2599-5f48-b135-60c78dccb809"",""uri"":""/agents/people/5050935"",""id"":""au::47205:1"",""resourceArk"":""ark:/83110/x0/e3474e01-78f0-5c23-9e6d-78a3984f67a7"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3474e01-78f0-5c23-9e6d-78a3984f67a7,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e17a77c-6c1d-5d50-ab1c-1d42f61ba705,tg:lhph:821,e73_Titles,,,au::2366,,,,,,,lhph,lhph,Foto,7eb119d2-78b2-5a78-83cd-7020d1db1fbd,kw,,au::2366:1,au::2366g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/253162"",""au::2366"",""au::2366:1"",""ark:/83110/x0/7eb119d2-78b2-5a78-83cd-7020d1db1fbd"",""Louis-Paul Boon"",""ark:/83110/x0/0c1dcd1c-2797-5154-993f-423a38730f0f""],""name"":""Louis-Paul Boon"",""ark"":""ark:/83110/x0/0c1dcd1c-2797-5154-993f-423a38730f0f"",""uri"":""/agents/people/253162"",""id"":""au::2366:1"",""resourceArk"":""ark:/83110/x0/7eb119d2-78b2-5a78-83cd-7020d1db1fbd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7eb119d2-78b2-5a78-83cd-7020d1db1fbd,,,,,,,,,,,,,,,,,,,,,
