ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
a477d1a6-af68-540c-a4fe-9af984b3bee0,tg:lhph:41111,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:41111,record identifiers,https://data.letterenhuis.be/ark:/24970/a477d1a6-af68-540c-a4fe-9af984b3bee0,object identifier,Foto's,
a477d1a6-af68-540c-a4fe-9af984b3bee0,tg:lhph:41111,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Deel van een reeks foto's van het bezoek van Jack Lang.</p>
","<p>Deel van een reeks foto's van het bezoek van Jack Lang.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a477d1a6-af68-540c-a4fe-9af984b3bee0,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""31ac7c3d-9e67-4f9a-91ad-ef663f06c4fb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a762a968-778f-4232-ba5d-fecbc42d27ce"", ""inverseOntologyProperty"": """"}]"
a477d1a6-af68-540c-a4fe-9af984b3bee0,tg:lhph:41111,e73_Copyrights,,,,,,,1985.0,2100,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a477d1a6-af68-540c-a4fe-9af984b3bee0,tg:lhph:41111,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19850311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a477d1a6-af68-540c-a4fe-9af984b3bee0,tg:lhph:41111,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a477d1a6-af68-540c-a4fe-9af984b3bee0,tg:lhph:41111,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Tijdens het bezoek van Franse cultuurminister Jack Lang; Marcel van Jole, Andries Kinsbergen, Karel Poma in gesprek.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
a477d1a6-af68-540c-a4fe-9af984b3bee0,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000039838,referentienummer,,False,,,,,,,,,,,,,
a477d1a6-af68-540c-a4fe-9af984b3bee0,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:41111,brocade id,,False,,,,,,,,,,,,,
a477d1a6-af68-540c-a4fe-9af984b3bee0,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:41111/N,brocade url,,False,,,,,,,,,,,,,
