ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:51858,record identifiers,https://data.letterenhuis.be/ark:/24970/fd887d73-507a-5ccd-a05f-1035e8a13b27,object identifier,Foto's,
fd887d73-507a-5ccd-a05f-1035e8a13b27,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e6aff785-e1f2-463e-90de-f8ea3dc018d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""063df8f2-1fa4-4218-a135-4455642517e3"", ""inverseOntologyProperty"": """"}]"
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_Copyrights,,,,,,,1942.0,2057,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858_#1,e73_CreationPlacesSource_lhph,1,,,,,,,,,,,,,,,,,,,,,lhph,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,,,,,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Tentoonstelling met werk van Frans Mertens en Nand van Itterbeeck in de zaal Lamorinière</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000049992,referentienummer,,False,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:51858,brocade id,,False,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:51858/N,brocade url,,False,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4cb17a60-4ad3-5359-8d5b-9a8dfc8ba557"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1ef8d78a-7012-4caf-ba71-8b957369bd00"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_Titles,,,au::54296,,,,,,,lhph,lhph,Foto,cc0f86d4-736e-5df5-875b-48aa82c9023a,fo,photographers,au::54296:1,au::54296g:1,,"dlod={""suggest"":[""/agents/corporate_entities/5809672"",""au::54296"",""au::54296:1"",""ark:/83110/x0/cc0f86d4-736e-5df5-875b-48aa82c9023a"",""Foto-Depreeuw"",""ark:/83110/x0/a8d205e3-c028-51c1-a7ff-8271014d2733""],""name"":""Foto-Depreeuw"",""ark"":""ark:/83110/x0/a8d205e3-c028-51c1-a7ff-8271014d2733"",""uri"":""/agents/corporate_entities/5809672"",""id"":""au::54296:1"",""resourceArk"":""ark:/83110/x0/cc0f86d4-736e-5df5-875b-48aa82c9023a"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cc0f86d4-736e-5df5-875b-48aa82c9023a,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_Titles,,,au::9475,,,,,,,lhph,lhph,Foto,2e2eb88c-51a7-5c8e-add1-31c750588474,kw,,au::9475:1,au::9475g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1013825"",""au::9475"",""au::9475:1"",""ark:/83110/x0/2e2eb88c-51a7-5c8e-add1-31c750588474"",""Nand van Itterbeeck"",""ark:/83110/x0/e146a1fb-de82-5df3-8407-680397eddda3""],""name"":""Nand van Itterbeeck"",""ark"":""ark:/83110/x0/e146a1fb-de82-5df3-8407-680397eddda3"",""uri"":""/agents/people/1013825"",""id"":""au::9475:1"",""resourceArk"":""ark:/83110/x0/2e2eb88c-51a7-5c8e-add1-31c750588474"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2e2eb88c-51a7-5c8e-add1-31c750588474,,,,,,,,,,,,,,,,,,,,,
fd887d73-507a-5ccd-a05f-1035e8a13b27,tg:lhph:51858,e73_Titles,,,au::12652,,,,,,,lhph,lhph,Foto,5b7d922b-7c09-52e7-87b8-3d3a0c0cc093,kw,,au::12652:1,au::12652g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1353764"",""au::12652"",""au::12652:1"",""ark:/83110/x0/5b7d922b-7c09-52e7-87b8-3d3a0c0cc093"",""Frans Mertens"",""ark:/83110/x0/039ff5e9-b2ed-5f9e-815f-267cc1682f43""],""name"":""Frans Mertens"",""ark"":""ark:/83110/x0/039ff5e9-b2ed-5f9e-815f-267cc1682f43"",""uri"":""/agents/people/1353764"",""id"":""au::12652:1"",""resourceArk"":""ark:/83110/x0/5b7d922b-7c09-52e7-87b8-3d3a0c0cc093"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5b7d922b-7c09-52e7-87b8-3d3a0c0cc093,,,,,,,,,,,,,,,,,,,,,
