ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
3b625e2a-b8f8-5a90-a924-3d8805dc754c,tg:lhph:54526,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:54526,record identifiers,https://data.letterenhuis.be/ark:/24970/3b625e2a-b8f8-5a90-a924-3d8805dc754c,object identifier,Foto's,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""78027cfa-775d-4cc9-8432-2d15482f8b81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""adb5d6dc-0848-4ecd-8083-46bb64c25693"", ""inverseOntologyProperty"": """"}]"
3b625e2a-b8f8-5a90-a924-3d8805dc754c,tg:lhph:54526,e73_CreationTimeSpans,,default_copyright,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,tg:lhph:54526,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Henri-Floris Jespers met opvallende bril, hoofd</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000052588,referentienummer,,False,,,,,,,,,,,,,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:54526,brocade id,,False,,,,,,,,,,,,,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:54526/N,brocade url,,False,,,,,,,,,,,,,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,tg:lhph:54526,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8c9b2f76-bba6-55f0-b004-d4992843f6d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0ebf04e5-a5c5-4160-b6dc-ec42845b8bb1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,tg:lhph:54526,e73_Titles,,,au::1356,,,,,,,lhph,lhph,Foto,b20b5100-4630-5fd4-ae4b-e1e7dc5ef5f2,fo,photographers,au::1356:1,au::1356g:1,,"dlod={""suggest"":[""/agents/corporate_entities/145092"",""au::1356"",""au::1356:1"",""ark:/83110/x0/b20b5100-4630-5fd4-ae4b-e1e7dc5ef5f2"",""Belga [Persagentschap]"",""ark:/83110/x0/1eb27d09-8428-543e-b6dc-e88f9a26c73c""],""name"":""Belga [Persagentschap]"",""ark"":""ark:/83110/x0/1eb27d09-8428-543e-b6dc-e88f9a26c73c"",""uri"":""/agents/corporate_entities/145092"",""id"":""au::1356:1"",""resourceArk"":""ark:/83110/x0/b20b5100-4630-5fd4-ae4b-e1e7dc5ef5f2"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b20b5100-4630-5fd4-ae4b-e1e7dc5ef5f2,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b625e2a-b8f8-5a90-a924-3d8805dc754c,tg:lhph:54526,e73_Titles,,,au::9688,,,,,,,lhph,lhph,Foto,9ad7ccc3-ba9a-5768-8a7a-12e56b797824,kw,,au::9688:1,au::9688g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1036616"",""au::9688"",""au::9688:1"",""ark:/83110/x0/9ad7ccc3-ba9a-5768-8a7a-12e56b797824"",""Henri-Floris Jespers"",""ark:/83110/x0/7d2a9fc3-0fd8-5e57-9b54-10fe362837c9""],""name"":""Henri-Floris Jespers"",""ark"":""ark:/83110/x0/7d2a9fc3-0fd8-5e57-9b54-10fe362837c9"",""uri"":""/agents/people/1036616"",""id"":""au::9688:1"",""resourceArk"":""ark:/83110/x0/9ad7ccc3-ba9a-5768-8a7a-12e56b797824"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9ad7ccc3-ba9a-5768-8a7a-12e56b797824,,,,,,,,,,,,,,,,,,,,,
