ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,source_date,Copyright Revision Date,Copyright Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,End Date Note,End Date Note Type,End Date Note Language,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Code,Legacy Information Value,Legacy Information Type, card,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Transactions
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:16233,record identifiers,https://data.letterenhuis.be/ark:/24970/b2a0b321-2b7f-53fe-8970-df227c59acbe,object identifier,Foto's,
b2a0b321-2b7f-53fe-8970-df227c59acbe,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""70767ed7-35b4-47a6-849f-21004e82738a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d6d4b4a-01b0-4e98-b4e7-0ebd87e5c858"", ""inverseOntologyProperty"": """"}]"
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,e73_Copyrights,,,,,,,1946.0,2061,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,e73_CreationTimeSpanSourceNotes,0,id/date.exposure/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Pieter Geyl, schrijvend aan zijn bureau, in de Willem Barentstraat 5 te Utrecht.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000015479,referentienummer,,False,,,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhph:16233,brocade id,,False,,,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:16233/N,brocade url,,False,,,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cd633b4b-3cdd-5762-8ac0-1e46b527cbf5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a0915c15-a763-4e06-85cf-f77b93f5bcf6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,e73_MaterialRecords,2,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5e7f8214-e776-552b-9017-50feae1fe84b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64f2d7a5-e010-4654-85fc-a76470133bdd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b2a0b321-2b7f-53fe-8970-df227c59acbe,tg:lhph:16233,e73_Titles,,,au::7427,,,,,,,lhph,lhph,Foto,6c88a9bd-82ec-58e4-be48-d5477e3e87c1,kw,,au::7427:1,au::7427g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/794689"",""au::7427"",""au::7427:1"",""ark:/83110/x0/6c88a9bd-82ec-58e4-be48-d5477e3e87c1"",""Pieter Geyl"",""ark:/83110/x0/f17a90df-c45b-54e2-a3f7-daf4176e6bb6""],""name"":""Pieter Geyl"",""ark"":""ark:/83110/x0/f17a90df-c45b-54e2-a3f7-daf4176e6bb6"",""uri"":""/agents/people/794689"",""id"":""au::7427:1"",""resourceArk"":""ark:/83110/x0/6c88a9bd-82ec-58e4-be48-d5477e3e87c1"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6c88a9bd-82ec-58e4-be48-d5477e3e87c1,,,,,,,,,,,,,,,,,,,,,
