ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:421,record identifiers,https://data.letterenhuis.be/ark:/24970/8cea0bfb-6eda-5775-8706-87a03b90e258,object identifier,Beeldhouwwerken,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4077c8d5-7fa8-4949-86e8-c2bb11032fda"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e0eb0e0-9f79-4ee5-84cc-7ee920a5dddb"", ""inverseOntologyProperty"": """"}]"
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.0,2049,In Copyright,
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,reconstructie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Model van het oorspronkelijke ontwerp voor het monument van Harelbeke. Afgesneden holle achterzijde, gietnaden niet weggewerkt. Wegens gebrek aan gelden werd nooit meer dan de kop afgewerkt. Die staat opgesteld op de Wapper in Antwerpen</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000025,referentienummer,False,,,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,,e73_LegacyInformation,1,kenmerken.lhvoorlstandic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permanente,temporary location,False,,,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:421,brocade id,False,,,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:421/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3fca7710-cf5c-5fc1-9d86-c429c6a8b5ee"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cfc21203-50bb-470b-b531-e29ec91e6fd8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Benoit,constructed titles,Dutch (language),,,,,,,,,,,,
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,e73_Titles,,,au::3523,,,,lh,lhsc,Object,b41d0c7b-702e-5080-81b9-081ebc7da2be,ar,artists (visual artists),au::3523:1,au::3523g:1,,"dlod={""suggest"":[""/agents/people/376961"",""au::3523"",""au::3523:1"",""ark:/83110/x0/b41d0c7b-702e-5080-81b9-081ebc7da2be"",""Jozef Cantré"",""ark:/83110/x0/1ca290ab-885f-55f8-86c8-4e2d9daa9894""],""name"":""Jozef Cantré"",""ark"":""ark:/83110/x0/1ca290ab-885f-55f8-86c8-4e2d9daa9894"",""uri"":""/agents/people/376961"",""id"":""au::3523:1"",""resourceArk"":""ark:/83110/x0/b41d0c7b-702e-5080-81b9-081ebc7da2be"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b41d0c7b-702e-5080-81b9-081ebc7da2be,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
