ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
e06d13f1-24c5-5807-8335-aafdb23334ab,tg:lhsc:906,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:906,record identifiers,https://data.letterenhuis.be/ark:/24970/e06d13f1-24c5-5807-8335-aafdb23334ab,object identifier,Beeldhouwwerken,,,,,,
e06d13f1-24c5-5807-8335-aafdb23334ab,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9c914d89-0751-44bc-a19d-ea71fdd61183"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d45c30b2-f83a-44e7-9304-77b9254bb9ed"", ""inverseOntologyProperty"": """"}]"
e06d13f1-24c5-5807-8335-aafdb23334ab,tg:lhsc:906,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
e06d13f1-24c5-5807-8335-aafdb23334ab,tg:lhsc:906,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Ovaalvormig, ingelijst: 56 x 45 cm</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e06d13f1-24c5-5807-8335-aafdb23334ab,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000294,referentienummer,False,,,,,,,,,,,,,,,,,,,,
e06d13f1-24c5-5807-8335-aafdb23334ab,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:906,brocade id,False,,,,,,,,,,,,,,,,,,,,
e06d13f1-24c5-5807-8335-aafdb23334ab,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:906/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
e06d13f1-24c5-5807-8335-aafdb23334ab,,e73_LegacyInformation,3,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Schenking 9 maart 1976 door Marthe van de Perre.</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
e06d13f1-24c5-5807-8335-aafdb23334ab,tg:lhsc:906,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""db7ef971-3f9a-5f08-aacf-a3bc598d8524"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bd17c233-8b76-4746-a2e3-69e1309ab815"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
e06d13f1-24c5-5807-8335-aafdb23334ab,tg:lhsc:906,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfons van de Perre,constructed titles,Dutch (language),,,,,,,,,,,,
