ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
0cfbdffe-3206-5910-8f33-84750c83fe8f,tg:lhsc:7189,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:7189,record identifiers,https://data.letterenhuis.be/ark:/24970/0cfbdffe-3206-5910-8f33-84750c83fe8f,object identifier,Beeldhouwwerken,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""bb0987ed-38ef-4858-aef2-8bd504a05919"", ""ontologyProperty"": """", ""resourceXresourceId"": ""92ddd180-9461-4e72-aeea-6a7cd181df77"", ""inverseOntologyProperty"": """"}]"
0cfbdffe-3206-5910-8f33-84750c83fe8f,tg:lhsc:7189,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
0cfbdffe-3206-5910-8f33-84750c83fe8f,tg:lhsc:7189,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Ovaalvormige plaquette in brons.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000756,referentienummer,False,,,,,,,,,,,,,,,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aankoop veilingshuis Bernaerts.,commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:7189,brocade id,False,,,,,,,,,,,,,,,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:7189/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,tg:lhsc:7189,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2abc5190-f70f-534d-b6d9-78361062f43f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""19296593-46ed-4f02-aac2-122e4be43ede"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,tg:lhsc:7189,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driekwartportret van Hendrik Conscience.,constructed titles,Dutch (language),,,,,,,,,,,,
0cfbdffe-3206-5910-8f33-84750c83fe8f,tg:lhsc:7189,e73_Titles,,,au::4333,,,,lh,lhsc,Object,ebd00cc4-2119-5474-b6ef-42b56014bfd9,kw,,au::4333:1,au::4333g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/463631"",""au::4333"",""au::4333:1"",""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""Hendrik Conscience"",""ark:/83110/x0/48f132f6-82a1-5796-9149-1daf61254f47""],""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/48f132f6-82a1-5796-9149-1daf61254f47"",""uri"":""/agents/people/463631"",""id"":""au::4333:1"",""resourceArk"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
