ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:359,record identifiers,https://data.letterenhuis.be/ark:/24970/bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,object identifier,Voorwerpen,,,,,,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4132b185-c64c-44c3-8d24-0a989b6f76a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fd5df749-084f-4f21-9da6-dee798b513ef"", ""inverseOntologyProperty"": """"}]"
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,2127,In Copyright,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,datum vóór,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>montuur in schildpad imitatie, in een stoffen brillenhoes</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000295,referentienummer,False,,,,,,,,,,,,,,,,,,,,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:359,brocade id,False,,,,,,,,,,,,,,,,,,,,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:359/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cb1be663-13a3-5e3d-bdeb-dde5a25ffbdd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""95716f1e-ab37-4b90-96e1-dcbbda3631b5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
