ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,tg:lhsc:4923,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:4923,record identifiers,https://data.letterenhuis.be/ark:/24970/a7c16f34-4bcd-52a0-ba5a-87e865efb62d,object identifier,Beeldhouwwerken,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c13746fe-e2d1-4d18-ab74-d1dea90a56c1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4f2af2a4-d0fe-4507-9f7d-fad66a6bd019"", ""inverseOntologyProperty"": """"}]"
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,tg:lhsc:4923,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000736,referentienummer,False,,,,,,,,,,,,,,,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HIRES\icono\4923i.tif
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:4923,brocade id,False,,,,,,,,,,,,,,,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:4923/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,,e73_LegacyInformation,3,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Geschenk mevrouw A. Verboven, Deurne.</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,tg:lhsc:4923,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""dada0d20-b120-5b41-bb2f-30d7a936202a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6327d7cb-6d7c-4402-a8ab-b9c055baca1c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,tg:lhsc:4923,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Benoit.,constructed titles,Dutch (language),,,,,,,,,,,,
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,tg:lhsc:4923,e73_Titles,,,au::1539,,,,lh,lhsc,Object,5fe44f3e-b12f-56a8-b6cc-976a8c988e10,kw,,au::1539:1,au::1539g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/164673"",""au::1539"",""au::1539:1"",""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""Peter Benoit"",""ark:/83110/x0/072c926d-eebd-5340-8af9-be424cb0c3b8""],""name"":""Peter Benoit"",""ark"":""ark:/83110/x0/072c926d-eebd-5340-8af9-be424cb0c3b8"",""uri"":""/agents/people/164673"",""id"":""au::1539:1"",""resourceArk"":""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
