ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:456,record identifiers,https://data.letterenhuis.be/ark:/24970/d694572b-e73d-5b61-b39a-68b168715d45,object identifier,Beeldhouwwerken,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""232b2f04-dc90-4046-82cd-c619d24370de"", ""ontologyProperty"": """", ""resourceXresourceId"": ""956e0155-ea91-491f-9fac-12c43a27a644"", ""inverseOntologyProperty"": """"}]"
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,2044,In Copyright,
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>In priestertoog, de schoudermantel van voren enigszins opgeschort. De<br />
rechterhand voor het lichaam met de wijsvinger tussen de bladen van een boek.<br />
De linkerhand steunend op een rechtopstaande steen met voluut. Op het<br />
buitenste vlak, de gekroonde gotische letter b (wapen van de stad Brugge).</p>
<p>Met laag vierkant voetstuk.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000057,referentienummer,False,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gefotografeerd voor beeldbank musea.,commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,,e73_LegacyInformation,1,kenmerken.lhvoorlstandic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permanente vanaf 16/10/2004,temporary location,False,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:456,brocade id,False,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:456/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7a974fdc-bcc0-5fdb-84e3-d1eb36d008c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c99a58a3-856c-4fcf-b257-03c4fba6cfd4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maquette van het Guido Gezelle-standbeeld in Brugge,constructed titles,Dutch (language),,,,,,,,,,,,
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,e73_Titles,,,au::10879,,,,lh,lhsc,Object,6b5a2e0c-e3a3-5402-899a-7aa712619ab4,ar,artists (visual artists),au::10879:1,au::10879g:1,,"dlod={""suggest"":[""/agents/people/1164053"",""au::10879"",""au::10879:1"",""ark:/83110/x0/6b5a2e0c-e3a3-5402-899a-7aa712619ab4"",""Jules Lagae"",""ark:/83110/x0/20b50e28-1da8-5b08-9dd4-661951bc3927""],""name"":""Jules Lagae"",""ark"":""ark:/83110/x0/20b50e28-1da8-5b08-9dd4-661951bc3927"",""uri"":""/agents/people/1164053"",""id"":""au::10879:1"",""resourceArk"":""ark:/83110/x0/6b5a2e0c-e3a3-5402-899a-7aa712619ab4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6b5a2e0c-e3a3-5402-899a-7aa712619ab4,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
