ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
34b2c347-1c0b-5e1c-bae2-10618082c3fd,tg:lhsc:414,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:414,record identifiers,https://data.letterenhuis.be/ark:/24970/34b2c347-1c0b-5e1c-bae2-10618082c3fd,object identifier,Beeldhouwwerken,,,,,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e09750e1-6b56-411f-aa8b-642a378b2088"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c26fee59-1972-45d9-a986-f6628430308d"", ""inverseOntologyProperty"": """"}]"
34b2c347-1c0b-5e1c-bae2-10618082c3fd,tg:lhsc:414,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.0,2000,No Copyright - Public Domain Mark 1.0,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,tg:lhsc:414,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,tg:lhsc:414,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000018,referentienummer,False,,,,,,,,,,,,,,,,,,,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,,e73_LegacyInformation,1,kenmerken.lhvoorlstandic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tijdelijke tentoonstelling rij 1, 1 ste van links.",temporary location,False,,,,,,,,,,,,,,,,,,,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:414,brocade id,False,,,,,,,,,,,,,,,,,,,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:414/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,,e73_LegacyInformation,2,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Oningeschreven gevonden op 13.2.1951</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
