ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:728,record identifiers,https://data.letterenhuis.be/ark:/24970/e5b7faab-d9f7-57a8-be8b-90bff42517c3,object identifier,Beeldhouwwerken,,,,,,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""95760a67-d8f5-4bad-9a4b-9389e928d1a5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""377d1043-a4f0-4039-8b4c-687c451b7839"", ""inverseOntologyProperty"": """"}]"
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,2066,In Copyright,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000127,referentienummer,False,,,,,,,,,,,,,,,,,,,,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:728,brocade id,False,,,,,,,,,,,,,,,,,,,,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:728/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""005a5b2d-8288-59a3-beef-b164f087713c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cff8dffd-94c7-43aa-a8ed-9db5297a5174"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basiel de Craene,constructed titles,Dutch (language),,,,,,,,,,,,
