ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1045,record identifiers,https://data.letterenhuis.be/ark:/24970/7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,object identifier,Beeldhouwwerken,,,,,,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8abdafe7-e649-4676-bd89-45dbffbf16b2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9820974f-77f8-492f-ac3e-1e81cb70401b"", ""inverseOntologyProperty"": """"}]"
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.0,2045,In Copyright,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000428,referentienummer,False,,,,,,,,,,,,,,,,,,,,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1045,brocade id,False,,,,,,,,,,,,,,,,,,,,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1045/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ddcee6d7-9b19-5d0f-9963-cff44285748d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a6fb4e8-c0e1-4d1a-8945-82ff88fe3c5d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Renier Snieders,constructed titles,Dutch (language),,,,,,,,,,,,
