ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
0a9292f1-56e8-5b61-8f44-c115208c5601,tg:lhsc:1735,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1735,record identifiers,https://data.letterenhuis.be/ark:/24970/0a9292f1-56e8-5b61-8f44-c115208c5601,object identifier,Beeldhouwwerken,,,,,,
0a9292f1-56e8-5b61-8f44-c115208c5601,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a2a7e668-7067-44bb-bf34-3873b363ecac"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7901f17f-67aa-4275-be0e-e5a3fec116a9"", ""inverseOntologyProperty"": """"}]"
0a9292f1-56e8-5b61-8f44-c115208c5601,tg:lhsc:1735,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,2065,In Copyright,
0a9292f1-56e8-5b61-8f44-c115208c5601,tg:lhsc:1735,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a9292f1-56e8-5b61-8f44-c115208c5601,tg:lhsc:1735,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a9292f1-56e8-5b61-8f44-c115208c5601,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000717,referentienummer,False,,,,,,,,,,,,,,,,,,,,
0a9292f1-56e8-5b61-8f44-c115208c5601,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1735,brocade id,False,,,,,,,,,,,,,,,,,,,,
0a9292f1-56e8-5b61-8f44-c115208c5601,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1735/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
0a9292f1-56e8-5b61-8f44-c115208c5601,,e73_LegacyInformation,3,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Geschenk Rik Poot, 9 november 1999</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
0a9292f1-56e8-5b61-8f44-c115208c5601,tg:lhsc:1735,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ccd8980e-7723-53c2-9807-bcc0e96178a9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cbcba7aa-f6ec-47bc-83e9-4f3f48f27bcd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
