ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:658,record identifiers,https://data.letterenhuis.be/ark:/24970/2bf45409-536a-54a1-bd7e-a5a993708d80,object identifier,Beeldhouwwerken,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e7d7dd82-c553-403d-8408-529249c81b53"", ""ontologyProperty"": """", ""resourceXresourceId"": ""557d436f-3b4a-4f99-9f99-c708a84ba75a"", ""inverseOntologyProperty"": """"}]"
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.0,2007,No Copyright - Public Domain Mark 1.0,
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,reconstructie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000065,referentienummer,False,,,,,,,,,,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:658,brocade id,False,,,,,,,,,,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:658/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""11854ccb-c448-58c1-be37-4c1bcdd192b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""413c5210-c059-4453-b8c9-684ce4ea662f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward  Pecher,constructed titles,Dutch (language),,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,e73_Titles,,,au::14483,,,,lh,lhsc,Object,1fe9425c-a89a-5419-8373-959fabfe3348,ar,artists (visual artists),au::14483:1,au::14483g:1,,"dlod={""suggest"":[""/agents/people/1549681"",""au::14483"",""au::14483:1"",""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""Jules Pecher"",""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0""],""name"":""Jules Pecher"",""ark"":""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0"",""uri"":""/agents/people/1549681"",""id"":""au::14483:1"",""resourceArk"":""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bf45409-536a-54a1-bd7e-a5a993708d80,tg:lhsc:658,e73_Titles,,,au::14482,,,,lh,lhsc,Object,a2453c1b-3108-500b-861d-4815461a0d14,kw,,au::14482:1,au::14482g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1549574"",""au::14482"",""au::14482:1"",""ark:/83110/x0/a2453c1b-3108-500b-861d-4815461a0d14"",""Edward Pecher"",""ark:/83110/x0/6c46f5f1-1f02-5046-8809-4bf0d1d7652f""],""name"":""Edward Pecher"",""ark"":""ark:/83110/x0/6c46f5f1-1f02-5046-8809-4bf0d1d7652f"",""uri"":""/agents/people/1549574"",""id"":""au::14482:1"",""resourceArk"":""ark:/83110/x0/a2453c1b-3108-500b-861d-4815461a0d14"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a2453c1b-3108-500b-861d-4815461a0d14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
