ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1087,record identifiers,https://data.letterenhuis.be/ark:/24970/21a5f190-43a8-5766-bfa5-9bd0708d114f,object identifier,Beeldhouwwerken,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6caf351b-3c43-420f-b07d-9459292b9963"", ""ontologyProperty"": """", ""resourceXresourceId"": ""05ace741-f502-4f45-ad43-b5f70ff18de1"", ""inverseOntologyProperty"": """"}]"
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Sokkel: rechthoek, blauwe hardsteen</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000469,referentienummer,False,,,,,,,,,,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1087,brocade id,False,,,,,,,,,,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1087/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,,e73_LegacyInformation,4,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Geschenk Ward Blankers, oktober 1997</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""83d2e8d6-dfd5-5acc-b3d5-c78d9c66109f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""009857a5-86cd-4f25-a8f3-2c1f21767850"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alice Nahon,constructed titles,Dutch (language),,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,e73_Titles,,,au::48452,,,,lh,lhsc,Object,9f6b2fe4-80bd-5c52-8a8d-ba25b60aa7a4,ar,artists (visual artists),au::48452:1,au::48452g:1,,"dlod={""suggest"":[""/agents/people/5184364"",""au::48452"",""au::48452:1"",""ark:/83110/x0/9f6b2fe4-80bd-5c52-8a8d-ba25b60aa7a4"",""Ward Blankers"",""ark:/83110/x0/057655dc-5380-54b1-8d5d-5420c134aca9""],""name"":""Ward Blankers"",""ark"":""ark:/83110/x0/057655dc-5380-54b1-8d5d-5420c134aca9"",""uri"":""/agents/people/5184364"",""id"":""au::48452:1"",""resourceArk"":""ark:/83110/x0/9f6b2fe4-80bd-5c52-8a8d-ba25b60aa7a4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f6b2fe4-80bd-5c52-8a8d-ba25b60aa7a4,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,e73_Titles,,,au::13414,,,,lh,lhsc,Object,47e79a4d-f021-5018-8470-7026c38525cb,kw,,au::13414:1,au::13414g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1435298"",""au::13414"",""au::13414:1"",""ark:/83110/x0/47e79a4d-f021-5018-8470-7026c38525cb"",""Alice Nahon"",""ark:/83110/x0/1db320c4-b1fd-5c9b-80e8-e8793c29e226""],""name"":""Alice Nahon"",""ark"":""ark:/83110/x0/1db320c4-b1fd-5c9b-80e8-e8793c29e226"",""uri"":""/agents/people/1435298"",""id"":""au::13414:1"",""resourceArk"":""ark:/83110/x0/47e79a4d-f021-5018-8470-7026c38525cb"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/47e79a4d-f021-5018-8470-7026c38525cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
