ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:129,record identifiers,https://data.letterenhuis.be/ark:/24970/7ed20e84-50e4-546b-84f2-3e449aee92b4,object identifier,Voorwerpen,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""494d6a89-ceaa-4080-8006-9eff67a98f5f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21003a2e-a0d4-4a2e-80fe-19a3451324d9"", ""inverseOntologyProperty"": """"}]"
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,2015,No Known Copyright,
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19uu,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Montebellostr. II / Antwerpen</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000087,referentienummer,False,,,,,,,,,,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:129,brocade id,False,,,,,,,,,,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:129/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0b650c92-d45a-5d33-a9ee-755e9b50360e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""437ab649-a570-477b-9a06-d47232eac2e8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stempel van Frits Sano,titles proper,Dutch (language),,,,,,,,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,e73_Titles,,,au::16358,,,,lh,lhob,Object,654c36c8-6610-50a3-aff5-dd1098ab4a75,kw,,au::16358:1,au::16358g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1750306"",""au::16358"",""au::16358:1"",""ark:/83110/x0/654c36c8-6610-50a3-aff5-dd1098ab4a75"",""Frits Sano"",""ark:/83110/x0/9521bdbf-947d-5095-9fe3-24af26b4cf7d""],""name"":""Frits Sano"",""ark"":""ark:/83110/x0/9521bdbf-947d-5095-9fe3-24af26b4cf7d"",""uri"":""/agents/people/1750306"",""id"":""au::16358:1"",""resourceArk"":""ark:/83110/x0/654c36c8-6610-50a3-aff5-dd1098ab4a75"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/654c36c8-6610-50a3-aff5-dd1098ab4a75,,,,,,,,,,,,,,,
