ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
49be5079-1a07-5941-91f2-054968ce893e,tg:lhph:51414_#2,e22_AnnotationsMaterial,2,adm.note,Bruikleen Vlaamse Gemeenschap - STR10513,Bruikleen Vlaamse Gemeenschap - STR10513,Nederlands,remarks
92372403-3f5f-5bd1-9751-5785ee6ee450,tg:lhph:53808_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR12936,Bruikleen Vlaamse Gemeenschap - STR12936,Nederlands,remarks
e7017e10-d1b5-5092-98a9-1caedf134030,tg:lhph:53181_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR108,Bruikleen Vlaamse Gemeenschap - STR108,Nederlands,remarks
cebd4b9b-d2e9-546e-b42e-0efae59f169e,tg:lhph:22949_#2,e22_AnnotationsMaterial,2,adm.note,Bruikleen Vlaamse Gemeenschap - STR10691,Bruikleen Vlaamse Gemeenschap - STR10691,Nederlands,remarks
08674d7c-2faf-5f99-8966-6167ef7cf96a,tg:lhph:52949_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR12084,Bruikleen Vlaamse Gemeenschap - STR12084,Nederlands,remarks
b1786ef6-cb40-5971-83a3-fe6bb08c8bfb,tg:lhph:52831_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - FOT100037,Bruikleen Vlaamse Gemeenschap - FOT100037,Nederlands,remarks
7d97167d-cf3a-501d-82a1-673e735736b2,tg:lhph:49376_#1,e22_AnnotationsMaterial,1,adm.note,digitale acquisitie,digitale acquisitie,Nederlands,remarks
47c1f0c1-aea6-5df9-a374-d54b99ac463b,tg:lhph:52959_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR12101,Bruikleen Vlaamse Gemeenschap - STR12101,Nederlands,remarks
d9cc2c6b-1a05-5827-b251-ebf9d2f7a528,tg:lhph:52821_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR12620,Bruikleen Vlaamse Gemeenschap - STR12620,Nederlands,remarks
18d0370c-7961-59e2-b5c6-84a12d4fb986,tg:lhph:52685_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR11482,Bruikleen Vlaamse Gemeenschap - STR11482,Nederlands,remarks
083426df-8efe-561a-9fb8-566b1f10a06b,tg:lhph:51497_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000576,Bruikleen Vlaamse Gemeenschap - GLN000576,Nederlands,remarks
ca891a45-9755-5713-b943-b90e52ac9180,tg:lhph:50804_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000016,Bruikleen Vlaamse Gemeenschap - GLN000016,Nederlands,remarks
66b0ee13-f757-5c5f-b8ce-47c171594517,tg:lhph:52695_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR11495,Bruikleen Vlaamse Gemeenschap - STR11495,Nederlands,remarks
39fd108a-9c5c-5d8c-9915-5a198fadabca,tg:lhph:22616_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR12412,Bruikleen Vlaamse Gemeenschap - STR12412,Nederlands,remarks
d785ec8a-4762-5658-b384-ed11a56f14fb,tg:lhph:50814_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000025,Bruikleen Vlaamse Gemeenschap - GLN000025,Nederlands,remarks
3d3650be-61f8-5742-b40c-9521b3b881b2,tg:lhph:7597_#2,e22_AnnotationsMaterial,2,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000478,Bruikleen Vlaamse Gemeenschap - GLN000478,Nederlands,remarks
b3c3ec89-1274-50b4-bde6-537b3ba9d540,tg:lhph:6904_#2,e22_AnnotationsMaterial,2,adm.note,Bruikleen Vlaamse Gemeenschap - STR11311,Bruikleen Vlaamse Gemeenschap - STR11311,Nederlands,remarks
1f81ac46-23d0-57e3-83d8-749fb6d8c049,tg:lhph:51487_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000564,Bruikleen Vlaamse Gemeenschap - GLN000564,Nederlands,remarks
0e2fac18-50a5-5320-ac78-21c96ec465cf,tg:lhph:53563_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap,Bruikleen Vlaamse Gemeenschap,Nederlands,remarks
cdc28174-fa67-5ea6-b340-9484ac3bb04e,tg:lhph:22973_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000247,Bruikleen Vlaamse Gemeenschap - GLN000247,Nederlands,remarks
27acddee-9bbb-5893-b056-854a757dd641,tg:lhph:51303_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000391,Bruikleen Vlaamse Gemeenschap - GLN000391,Nederlands,remarks
82dfd0d6-8988-51ae-949f-820a858754e2,tg:lhph:52888_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR11956,Bruikleen Vlaamse Gemeenschap - STR11956,Nederlands,remarks
22745012-ecdb-5603-abc8-b12bad460c32,tg:lhph:22192_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000282,Bruikleen Vlaamse Gemeenschap - GLN000282,Nederlands,remarks
7914bd36-6c6a-5d2e-b739-27e586dd1e9f,tg:lhph:51313_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000400,Bruikleen Vlaamse Gemeenschap - GLN000400,Nederlands,remarks
5b205e22-6ad5-5a55-84be-a61303d0da62,tg:lhph:52898_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR11973,Bruikleen Vlaamse Gemeenschap - STR11973,Nederlands,remarks
786ef8f2-0116-5bde-aa7b-253fbb2e14ad,tg:lhph:53336_#1,e22_AnnotationsMaterial,1,adm.note,Gevonden in R 704 / D,Gevonden in R 704 / D,Nederlands,remarks
75f850b8-9cb3-518d-8d9c-f118977636f4,tg:lhph:54370_#1,e22_AnnotationsMaterial,1,adm.note,"Achterkant, handgeschreven: *8 ans - Pietro Mazzini à l'âge de 8 ans*","Achterkant, handgeschreven: *8 ans - Pietro Mazzini à l'âge de 8 ans*",Nederlands,remarks
fc12cbd7-2bc4-5a5b-a051-2c5fd542104a,tg:lhph:52744_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR11698,Bruikleen Vlaamse Gemeenschap - STR11698,Nederlands,remarks
0faf640b-8cbb-53d0-bfcb-212d63c6ef87,tg:lhph:4253_#3,e22_AnnotationsMaterial,3,adm.note,In permanente tentoonstelling,In permanente tentoonstelling,Nederlands,remarks
bb8b233e-abda-5c05-98d9-ec1d5d7b0590,tg:lhph:53326_#1,e22_AnnotationsMaterial,1,adm.note,Gevonden in R 704 / D,Gevonden in R 704 / D,Nederlands,remarks
6879ab86-3793-58c1-9bf8-bbe0057f3633,tg:lhph:7129_#3,e22_AnnotationsMaterial,3,adm.note,Bruikleen Vlaamse Gemeenschap - GLN000073,Bruikleen Vlaamse Gemeenschap - GLN000073,Nederlands,remarks
6f4c5bb7-8e81-5e7a-bea6-96b60c4af9be,tg:lhph:52754_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR11710,Bruikleen Vlaamse Gemeenschap - STR11710,Nederlands,remarks
2513c0cf-40bd-59ae-b78b-d6f6047f4f88,tg:lhph:48919_#1,e22_AnnotationsMaterial,1,adm.note,"Uit album met titel: ""Eerste jaar huwelijk","Uit album met titel: ""Eerste jaar huwelijk",Nederlands,remarks
b0d8bbda-17e8-5b7a-ab82-f9a42ac98781,tg:lhph:53128_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR12423,Bruikleen Vlaamse Gemeenschap - STR12423,Nederlands,remarks
ef66aa17-9207-5877-b1e3-57790e41bd89,tg:lhph:52422_#1,e22_AnnotationsMaterial,1,adm.note,Bruikleen Vlaamse Gemeenschap - STR10911,Bruikleen Vlaamse Gemeenschap - STR10911,Nederlands,remarks
17ff5e90-14e9-593d-a338-ec51d3602f90,tg:lhph:7658_#2,e22_AnnotationsMaterial,2,adm.note,Bruikleen Vlaamse Gemeenschap - STR11115,Bruikleen Vlaamse Gemeenschap - STR11115,Nederlands,remarks
