ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,tg:lhbr:308575,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:308575,record identifiers,https://data.letterenhuis.be/ark:/24970/89a6de73-0e2c-5f78-b74b-35a3c676a9ee,object identifier,Brieven,,,,,,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e272049b-74f7-4c6d-87ca-d1c7ac295fd0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e5f47037-d640-4bdf-bf19-f8f604112d2e"", ""inverseOntologyProperty"": """"}]"
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,tg:lhbr:308575,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,2044,In Copyright,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,tg:lhbr:308575,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19290715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,tg:lhbr:308575,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19290715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,tg:lhbr:308575,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1929-07-15,1929-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,tg:lhbr:308575,e73_Descriptions,1,note.lhcontentbr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Kaart van A. Mouroux, vermoedelijk verbonden aan het <em>Orchestre de Paris</em>, aan A.-V. Lions, in verband met de uitvoering van de <em>Rapsodie dahoméenne</em> en andere werken van August De Boeck</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,tg:lhbr:308575,e73_Languages,1,kenmerken.lhlanguagehs,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000296916,referentienummer,False,,,,,,,,,,,,,,,
89a6de73-0e2c-5f78-b74b-35a3c676a9ee,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:308575,brocade id,False,,,,,,,,,,,,,,,
