ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
778c0086-f057-5e64-be8a-411e3e6246db,tg:lhbr:225368,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:225368,record identifiers,https://data.letterenhuis.be/ark:/24970/778c0086-f057-5e64-be8a-411e3e6246db,object identifier,Brieven,,,,,,
778c0086-f057-5e64-be8a-411e3e6246db,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9ea6b513-8d2e-4d19-bb33-36db6b160f1b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d9053758-784d-43bd-861a-0905011eb5bc"", ""inverseOntologyProperty"": """"}]"
778c0086-f057-5e64-be8a-411e3e6246db,tg:lhbr:225368,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,2063,In Copyright,
778c0086-f057-5e64-be8a-411e3e6246db,tg:lhbr:225368,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19480921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778c0086-f057-5e64-be8a-411e3e6246db,tg:lhbr:225368,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1948-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778c0086-f057-5e64-be8a-411e3e6246db,tg:lhbr:225368,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
778c0086-f057-5e64-be8a-411e3e6246db,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000214620,referentienummer,False,,,,,,,,,,,,,,,
778c0086-f057-5e64-be8a-411e3e6246db,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:225368,brocade id,False,,,,,,,,,,,,,,,
778c0086-f057-5e64-be8a-411e3e6246db,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:225368/N,brocade url,False,,,,,,,,,,,,,,,
778c0086-f057-5e64-be8a-411e3e6246db,tg:lhbr:225368,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a9ced1c0-3c6f-590a-aa06-ca39b1fa8d89"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec82af0f-316c-4969-96fb-0a90675fd602"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
