ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:36528,record identifiers,https://data.letterenhuis.be/ark:/24970/8b697449-df81-5cb1-ba27-78a9da10e6a6,object identifier,Brieven,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4a42ad59-d126-4e38-b618-4e0cdd0e0ac1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c1ee08a9-3ff3-40ee-b4b7-1b81e24d4b4f"", ""inverseOntologyProperty"": """"}]"
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,2059,In Copyright,
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19440515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1944-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000035266,referentienummer,False,,,,,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:36528,brocade id,False,,,,,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:36528/N,brocade url,False,,,,,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""64cf75d3-5d2f-519a-bf20-d0b82927904a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1b286ed5-d4bc-4a04-8f9c-f4800fb1ef2e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,e73_Titles,,,au::4481,,,,lhbr,lhbr,Brief,9f9ad815-9323-5752-9705-37c2d793dd73,bs,,au::4481:1,au::4481g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/479467"",""au::4481"",""au::4481:1"",""ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73"",""Arthur Henry Cornette"",""ark:/83110/x0/646ba5f8-971a-504d-8bd9-8b1ab4173d8a""],""name"":""Arthur Henry Cornette"",""ark"":""ark:/83110/x0/646ba5f8-971a-504d-8bd9-8b1ab4173d8a"",""uri"":""/agents/people/479467"",""id"":""au::4481:1"",""resourceArk"":""ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b697449-df81-5cb1-ba27-78a9da10e6a6,tg:lhbr:36528,e73_Titles,,,au::7887:::BMV.1,,,,lhbr,lhbr,Brief,c59fb746-14e9-5fe4-b9ce-f5e53476e303,co,,au::7887:1::BMV.1,au::7887g:1::BMV.1,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/843909"",""au::7887"",""au::7887:1"",""ark:/83110/x0/8a8cdd97-0fe0-527a-afd5-e0d6da51084f"",""Jan Grauls [Burgemeester van Brussel (Brussel-Hoofdstad)]"",""ark:/83110/x0/8f48d2d3-cbd0-5278-823c-92caee0a28c5"",""au::7887:1::BMV.1"",""au::7887:1::BMV::au::100105""],""name"":""Jan Grauls [Burgemeester van Brussel (Brussel-Hoofdstad)]"",""ark"":""ark:/83110/x0/8f48d2d3-cbd0-5278-823c-92caee0a28c5"",""uri"":""/agents/people/843909"",""id"":""au::7887:1::BMV::au::100105"",""resourceArk"":""ark:/83110/x0/8a8cdd97-0fe0-527a-afd5-e0d6da51084f"",""resourceID"":""au::7887:1"",""capacity"":""Burgemeester van Brussel (Brussel-Hoofdstad)"",""isCapacity"":true,""relatorRaw"":""au::7887:1::BMV.1"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8a8cdd97-0fe0-527a-afd5-e0d6da51084f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
