ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
6736dcda-b6af-564d-803d-fba7fe4e5e25,tg:lhbr:248090,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:248090,record identifiers,https://data.letterenhuis.be/ark:/24970/6736dcda-b6af-564d-803d-fba7fe4e5e25,object identifier,Brieven,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""af0917f2-f7a5-4dda-9988-aa08f88a7273"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e3b86c08-b1ba-40bf-b497-7cf23f0b0ed8"", ""inverseOntologyProperty"": """"}]"
6736dcda-b6af-564d-803d-fba7fe4e5e25,tg:lhbr:248090,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.0,2051,In Copyright,
6736dcda-b6af-564d-803d-fba7fe4e5e25,tg:lhbr:248090,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19360110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,tg:lhbr:248090,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1936-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,tg:lhbr:248090,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000236995,referentienummer,False,,,,,,,,,,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:248090,brocade id,False,,,,,,,,,,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:248090/N,brocade url,False,,,,,,,,,,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,tg:lhbr:248090,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ac26030f-a39a-5613-9aa9-1cfb5c6263bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43540047-5749-449e-960d-1ba58fff3350"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6736dcda-b6af-564d-803d-fba7fe4e5e25,tg:lhbr:248090,e73_Titles,,,au::14102,,,,lhbr,lhbr,Brief,5971d8b9-3dff-5bd3-b124-ee648c7775ec,bs,,au::14102:1,au::14102g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1508914"",""au::14102"",""au::14102:1"",""ark:/83110/x0/5971d8b9-3dff-5bd3-b124-ee648c7775ec"",""Gabriël Opdebeek"",""ark:/83110/x0/c8ee88b6-baf6-5138-b7e1-0ca891aabcb5""],""name"":""Gabriël Opdebeek"",""ark"":""ark:/83110/x0/c8ee88b6-baf6-5138-b7e1-0ca891aabcb5"",""uri"":""/agents/people/1508914"",""id"":""au::14102:1"",""resourceArk"":""ark:/83110/x0/5971d8b9-3dff-5bd3-b124-ee648c7775ec"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5971d8b9-3dff-5bd3-b124-ee648c7775ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
