ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
d5cea916-4875-5588-ac9b-9fcc8078746d,tg:rubgr:1130_#1,e22_Archives,1,isad:rub:2954,"dlod={""name"":""Map 3 (AFG_024)"",""ark"":""ark:/86530/x0/1f85698f-fffc-5dd3-8512-f96ac74b47d3"",""uri"":""/repositories/13/archival_objects/316080"",""id"":""isad:rub:2954"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""VIII: Months""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_024)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/1f85698f-fffc-5dd3-8512-f96ac74b47d3
f1a96fa2-0041-5e0c-af49-4c28d0f6ea63,tg:rubgr:1048_#1,e22_Archives,1,isad:rub:2952,"dlod={""name"":""Map 1 (AFG_022)"",""ark"":""ark:/86530/x0/5af1b7bf-aa40-5aa6-84e9-00c0efbacdb0"",""uri"":""/repositories/13/archival_objects/315866"",""id"":""isad:rub:2952"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""VIII: Months""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_022)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/5af1b7bf-aa40-5aa6-84e9-00c0efbacdb0
7f27ca98-3aa2-5935-a49b-88ec3a8bff29,tg:rubgr:2577_#1,e22_Archives,1,isad:rub:3013,"dlod={""name"":""Map 1 (AFG_083)"",""ark"":""ark:/86530/x0/b4466abb-bae2-5a1c-9645-36e3140a907c"",""uri"":""/repositories/13/archival_objects/322393"",""id"":""isad:rub:3013"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XVI: M. van Cleve""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_083)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b4466abb-bae2-5a1c-9645-36e3140a907c
90126668-dcff-5779-b4bd-12131f643791,tg:rubgr:2601_#1,e22_Archives,1,isad:rub:3014,"dlod={""name"":""Map 1 (AFG_084)"",""ark"":""ark:/86530/x0/20e08b90-dd19-5c55-bba5-7d0a54353667"",""uri"":""/repositories/13/archival_objects/322500"",""id"":""isad:rub:3014"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XVII: Drawings""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_084)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/20e08b90-dd19-5c55-bba5-7d0a54353667
0c4cd86a-dc59-5225-a2a0-430054225231,tg:rubgr:3436_#1,e22_Archives,1,isad:rub:3019,"dlod={""name"":""5: Introduction - Comparative Material (AFG_093)"",""ark"":""ark:/86530/x0/8d80b7b1-336d-5bf2-a3a2-cc6401a17f73"",""uri"":""/repositories/13/archival_objects/323035"",""id"":""isad:rub:3019"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""5: Introduction - Comparative Material (AFG_093)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/8d80b7b1-336d-5bf2-a3a2-cc6401a17f73
f76b0bd7-8351-50d0-8c5d-755a7c4594a4,tg:rubgr:1397_#1,e22_Archives,1,isad:rub:2968,"dlod={""name"":""Map 1 (AFG_038)"",""ark"":""ark:/86530/x0/9c66368b-a660-5150-9048-5921fe7fd360"",""uri"":""/repositories/13/archival_objects/317578"",""id"":""isad:rub:2968"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XI: Bird Trap / Sermon of St John / Conversion of Paul / Adoration in Snow / Crupples / Cockaigne""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_038)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9c66368b-a660-5150-9048-5921fe7fd360
1c842d6e-9a87-531a-a4a3-ac925907a7e2,tg:rubgr:1387_#1,e22_Archives,1,isad:rub:2967,"dlod={""name"":""Map 4 (AFG_037)"",""ark"":""ark:/86530/x0/00d4c7a9-3933-5940-b6c2-a10f2558e0c9"",""uri"":""/repositories/13/archival_objects/317471"",""id"":""isad:rub:2967"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""X: Weddings / Peasants Dance""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 4 (AFG_037)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/00d4c7a9-3933-5940-b6c2-a10f2558e0c9
544136df-7e86-50e2-a2ef-a2edeab38768,tg:rubgr:374_#1,e22_Archives,1,isad:rub:2937,"dlod={""name"":""Map 3 (AFG_007)"",""ark"":""ark:/86530/x0/b0de98c3-2012-5532-a25f-5638b142d769"",""uri"":""/repositories/13/archival_objects/314261"",""id"":""isad:rub:2937"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""III: Carnival \u0026 Lent / Proverbs / Children's Games""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_007)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b0de98c3-2012-5532-a25f-5638b142d769
be9fbdf2-a390-5af4-a25f-92642d888828,tg:rubgr:2291_#1,e22_Archives,1,isad:rub:3004,"dlod={""name"":""Map 4 (AFG_074)"",""ark"":""ark:/86530/x0/ec422e8a-2f1a-5d3e-a1ac-f34db836d3cd"",""uri"":""/repositories/13/archival_objects/321430"",""id"":""isad:rub:3004"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XV: Jan Brueghel / P.B. II / Artists related to J.B. / as well as Jan van Kessel / Doubtful attributions to P.B. I""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 4 (AFG_074)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/ec422e8a-2f1a-5d3e-a1ac-f34db836d3cd
07d2a9d9-7e89-52f7-8476-54361b98bd8b,tg:rubgr:3585_#1,e22_Archives,1,isad:rub:3021,"dlod={""name"":""7: From Bruegel to Rubens - Bruegel \u0026 Bosch - Bruegel \u0026 M. Van Cleve - Naer het leven - Small Landscape Series (AFG_095-100)"",""ark"":""ark:/86530/x0/8a403a78-a2c2-5a7f-9916-e93385553408"",""uri"":""/repositories/13/archival_objects/323249"",""id"":""isad:rub:3021"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""7: From Bruegel to Rubens - Bruegel \u0026 Bosch - Bruegel \u0026 M. Van Cleve - Naer het leven - Small Landscape Series (AFG_095-100)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/8a403a78-a2c2-5a7f-9916-e93385553408
