ResourceID,brocade.id,card,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type
9e45e323-ac08-5613-a52b-d4923ec9a28f,tg:rubgr:1130,e73_ExternalRelationsExtras,a::rub.26,ow.link,https://rkd.nl/nl/explore/images/,261005,online catalogs,RKDimages
68671868-8c15-5c97-a88d-451a6bd1a5a1,tg:rubgr:1397,e73_ExternalRelationsExtras,a::rub.38,ow.link,https://rkd.nl/nl/explore/images/,54753,online catalogs,RKDimages
41646104-061b-58e2-97c7-d75526d2557f,tg:rubgr:1387,e73_ExternalRelationsExtras,a::rub.37,ow.link,https://rkd.nl/nl/explore/images/,261051,online catalogs,RKDimages
41e38a9a-6f5e-5bf8-98c6-f32568556140,tg:rubgr:374,e73_ExternalRelationsExtras,a::rub.11,ow.link,https://rkd.nl/nl/explore/images/,111680,online catalogs,RKDimages
d6e771e8-1e58-5e6d-9000-d239ea086b59,tg:rubgr:875,e73_ExternalRelationsExtras,a::rub.23,ow.link,https://rkd.nl/nl/explore/images/,260966,online catalogs,RKDimages
61208dac-8a8e-5bd2-891b-c9dac4248092,tg:rubgr:1279,e73_ExternalRelationsExtras,a::rub.34:1,ow.link,https://rkd.nl/nl/explore/images/,261048,online catalogs,RKDimages
ddc618c4-b2dc-5f55-a936-9783958df595,tg:rubgr:1363,e73_ExternalRelationsExtras,a::rub.36,ow.link,https://rkd.nl/nl/explore/images/,261053,online catalogs,RKDimages
07aed2ec-fdbe-5ba6-9a16-08d4e656671f,tg:rubgr:4310,e73_ExternalRelationsExtras,a::rub.7,ow.link,https://rkd.nl/nl/explore/images/,262344,online catalogs,RKDimages
89818d9d-a687-5d7c-9a41-de39006a0f4c,tg:rubgr:1284,e73_ExternalRelationsExtras,a::rub.34,ow.link,https://rkd.nl/nl/explore/images/,261048,online catalogs,RKDimages
379c31fe-8604-5592-b341-57c7d71fc6f1,tg:rubgr:754,e73_ExternalRelationsExtras,a::rub.21,ow.link,https://rkd.nl/nl/explore/images/,241870,online catalogs,RKDimages
82e77afb-293f-5e22-868f-cbde64e16366,tg:rubgr:1327,e73_ExternalRelationsExtras,a::rub.35,ow.link,https://rkd.nl/nl/explore/images/,219317,online catalogs,RKDimages
8229ad8d-2663-5f87-921a-d8a4d779cba4,tg:rubgr:1649,e73_ExternalRelationsExtras,a::rub.45,ow.link,https://rkd.nl/nl/explore/images/,53946,online catalogs,RKDimages
1c79fab5-84da-5f36-b982-24f79a4e6dd9,tg:rubgr:2366,e73_ExternalRelationsExtras,a::rub.49,ow.link,https://rkd.nl/nl/explore/images/,57129,online catalogs,RKDimages
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_ExternalRelationsExtras,a::rub.7,ow.link,https://rkd.nl/nl/explore/images/,262344,online catalogs,RKDimages
bd2ee536-76cd-5968-a2eb-2f58722b3154,tg:rubgr:1596,e73_ExternalRelationsExtras,a::rub.43,ow.link,https://rkd.nl/nl/explore/images/,54558,online catalogs,RKDimages
3a9f1d7c-4091-5592-bf28-4c55e52eba26,tg:rubgr:1318,e73_ExternalRelationsExtras,a::rub.35,ow.link,https://rkd.nl/nl/explore/images/,219317,online catalogs,RKDimages
2e8255db-80f3-551d-86a3-09dca678188a,tg:rubgr:2304,e73_ExternalRelationsExtras,a::rub.44,ow.link,https://rkd.nl/nl/explore/images/,261057,online catalogs,RKDimages
eea910ee-ccf3-5b6f-8214-504278058042,tg:rubgr:283,e73_ExternalRelationsExtras,a::rub.9,ow.link,https://rkd.nl/nl/explore/images/,260960,online catalogs,RKDimages
f94f1b80-e964-5b7f-bc6e-dfeca8fd9573,tg:rubgr:958,e73_ExternalRelationsExtras,a::rub.25:1,ow.link,https://rkd.nl/nl/explore/images/,60114,online catalogs,RKDimages
2f740096-4fcd-5b8f-8fc5-6aa789509a1b,tg:rubgr:1326,e73_ExternalRelationsExtras,a::rub.35,ow.link,https://rkd.nl/nl/explore/images/,219317,online catalogs,RKDimages
ada0f3ea-52a4-5de6-bde5-910d69adf19e,tg:rubgr:2377,e73_ExternalRelationsExtras,a::rub.13,ow.link,https://rkd.nl/nl/explore/images/,56714,online catalogs,RKDimages
24e99f58-7a24-5009-addf-a2286849e5b2,tg:rubgr:1648,e73_ExternalRelationsExtras,a::rub.45,ow.link,https://rkd.nl/nl/explore/images/,53946,online catalogs,RKDimages
493dcdaa-3c8c-5f54-9b9c-1668f0e0fb0a,tg:rubgr:2179,e73_ExternalRelationsExtras,a::rub.51,ow.link,https://rkd.nl/nl/explore/images/,57436,online catalogs,RKDimages
3ae93005-502b-5adb-b644-d5a9c2f8cf08,tg:rubgr:1827,e73_ExternalRelationsExtras,a::rub.47,ow.link,https://rkd.nl/nl/explore/images/,261060,online catalogs,RKDimages
2d87282f-cc45-5ed7-8873-2a64b5bf17b3,tg:rubgr:708,e73_ExternalRelationsExtras,a::rub.21,ow.link,https://rkd.nl/nl/explore/images/,241870,online catalogs,RKDimages
b9f43f2b-27dd-50d8-b2e9-7b8d565bed3b,tg:rubgr:375,e73_ExternalRelationsExtras,a::rub.11,ow.link,https://rkd.nl/nl/explore/images/,111680,online catalogs,RKDimages
