ResourceID,brocade.id,card,order,source_field,Keyword
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_Keywords,1,kenmerken.rubkeyword,"Bening, Simon"
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_Keywords,2,kenmerken.rubkeyword,"Francken, Frans II"
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_Keywords,3,kenmerken.rubkeyword,"Grimmer, Abel"
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_Keywords,4,kenmerken.rubkeyword,"Valckenborch, Maerten van"
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_Keywords,5,kenmerken.rubkeyword,"Londen, British Library"
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_Keywords,6,kenmerken.rubkeyword,"Londen, The Warburg Institute Library"
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,e73_Keywords,1,kenmerken.rubkeyword,"Karling, Sten"
1feb38a0-4184-57f3-92a5-449b8900a94d,tg:rubgr:2601,e73_Keywords,1,kenmerken.rubkeyword,"Münz, Ludwig"
1feb38a0-4184-57f3-92a5-449b8900a94d,tg:rubgr:2601,e73_Keywords,2,kenmerken.rubkeyword,"Seilern, Antoine"
1feb38a0-4184-57f3-92a5-449b8900a94d,tg:rubgr:2601,e73_Keywords,3,kenmerken.rubkeyword,"München, Staatliche Graphische Sammlung"
c23be030-75eb-5731-8394-dc8f7b74e304,tg:rubgr:3436,e73_Keywords,1,kenmerken.rubkeyword,tekenkunst
c23be030-75eb-5731-8394-dc8f7b74e304,tg:rubgr:3436,e73_Keywords,2,kenmerken.rubkeyword,"San Diego, San Diego Museum of Art"
68671868-8c15-5c97-a88d-451a6bd1a5a1,tg:rubgr:1397,e73_Keywords,1,kenmerken.rubkeyword,"Bonn, Rheinisches Landesmuseum Bonn"
41646104-061b-58e2-97c7-d75526d2557f,tg:rubgr:1387,e73_Keywords,1,kenmerken.rubkeyword,"Goldscheider, Ludwig"
41e38a9a-6f5e-5bf8-98c6-f32568556140,tg:rubgr:374,e73_Keywords,1,kenmerken.rubkeyword,tekenkunst
41e38a9a-6f5e-5bf8-98c6-f32568556140,tg:rubgr:374,e73_Keywords,2,kenmerken.rubkeyword,"Mongan, Agnes"
41e38a9a-6f5e-5bf8-98c6-f32568556140,tg:rubgr:374,e73_Keywords,3,kenmerken.rubkeyword,"Cambridge (MA), Fogg Art Museum"
403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,tg:rubgr:2291,e73_Keywords,1,kenmerken.rubkeyword,"Kraus, Julia"
403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,tg:rubgr:2291,e73_Keywords,2,kenmerken.rubkeyword,"Koetser, David"
