ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
9e45e323-ac08-5613-a52b-d4923ec9a28f,tg:rubgr:1130,e73_Titles,1,id.title/ti,AFG_024_012,titles proper,Dutch (language)
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_Titles,1,id.title/ti,AFG_022_081,titles proper,Dutch (language)
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,e73_Titles,1,id.title/ti,AFG_083_127,titles proper,Dutch (language)
1feb38a0-4184-57f3-92a5-449b8900a94d,tg:rubgr:2601,e73_Titles,1,id.title/ti,AFG_084_015,titles proper,Dutch (language)
c23be030-75eb-5731-8394-dc8f7b74e304,tg:rubgr:3436,e73_Titles,1,id.title/ti,AFG_093_099,titles proper,Dutch (language)
68671868-8c15-5c97-a88d-451a6bd1a5a1,tg:rubgr:1397,e73_Titles,1,id.title/ti,AFG_038_003,titles proper,Dutch (language)
41646104-061b-58e2-97c7-d75526d2557f,tg:rubgr:1387,e73_Titles,1,id.title/ti,AFG_037_023,titles proper,Dutch (language)
41e38a9a-6f5e-5bf8-98c6-f32568556140,tg:rubgr:374,e73_Titles,1,id.title/ti,AFG_007_023,titles proper,Dutch (language)
403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,tg:rubgr:2291,e73_Titles,1,id.title/ti,AFG_074_004,titles proper,Dutch (language)
f00d235c-0265-5059-9073-9090437b14e0,tg:rubgr:3585,e73_Titles,1,id.title/ti,AFG_097_031,titles proper,Dutch (language)
3f4882e7-2156-50ad-a957-b12c1adb704d,tg:rubgr:2673,e73_Titles,1,id.title/ti,AFG_084_087,titles proper,Dutch (language)
1b56e8c9-f703-5ea8-89a7-522b24958aa5,tg:rubgr:2515,e73_Titles,1,id.title/ti,AFG_083_065,titles proper,Dutch (language)
76bcbd31-48ff-5795-a470-2bde7a197ac1,tg:rubgr:2505,e73_Titles,1,id.title/ti,AFG_083_055,titles proper,Dutch (language)
b40a3314-d12e-5182-b572-f9b4c6a3b02e,tg:rubgr:53,e73_Titles,1,id.title/ti,AFG_001_053,titles proper,Dutch (language)
d5ab01e5-834f-5d86-93ed-bd48d18a7b4a,tg:rubgr:2687,e73_Titles,1,id.title/ti,AFG_084_101,titles proper,Dutch (language)
d6e771e8-1e58-5e6d-9000-d239ea086b59,tg:rubgr:875,e73_Titles,1,id.title/ti,AFG_019_046,titles proper,Dutch (language)
debdb05c-6fcc-510f-af0e-baea07c2a750,tg:rubgr:3324,e73_Titles,1,id.title/ti,AFG_092_054,titles proper,Dutch (language)
8f9d4bdc-49dc-5899-a716-7a55e9a231b1,tg:rubgr:3334,e73_Titles,1,id.title/ti,AFG_092_064,titles proper,Dutch (language)
61208dac-8a8e-5bd2-891b-c9dac4248092,tg:rubgr:1279,e73_Titles,1,id.title/ti,AFG_033_017,titles proper,Dutch (language)
5927e9c6-d540-5b52-a837-253e2c1c8c6f,tg:rubgr:3419,e73_Titles,1,id.title/ti,AFG_093_082,titles proper,Dutch (language)
ea58ae57-3beb-5687-a3c3-7dde4b31653c,tg:rubgr:2275,e73_Titles,1,id.title/ti,AFG_071_004,titles proper,Dutch (language)
3ac99a10-14b5-56e2-b1f0-b960ec33ed93,tg:rubgr:4641,e73_Titles,1,id.title/ti,AFG_121_009,titles proper,Dutch (language)
c91fe4a8-0538-5f67-82d4-7531ea37ddf1,tg:rubgr:2430,e73_Titles,1,id.title/ti,AFG_082_003,titles proper,Dutch (language)
741a0ead-6c6a-5bc8-ad4f-a0eddbf5e38d,tg:rubgr:2548,e73_Titles,1,id.title/ti,AFG_083_098,titles proper,Dutch (language)
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,tg:rubgr:2420,e73_Titles,1,id.title/ti,AFG_081_005,titles proper,Dutch (language)
