ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
0a818aea-bf24-579d-aa82-6d151444aa22,tg:lhps:24929,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:24929,https://data.letterenhuis.be/ark:/24970/0a818aea-bf24-579d-aa82-6d151444aa22,Affiches,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,tg:lhps:24929,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,2067,In Copyright
0a818aea-bf24-579d-aa82-6d151444aa22,tg:lhps:24929,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19520120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,tg:lhps:24929,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeugdtheater - Kipdorpbrug / Tweede Middag van de Poëzie / E.P. Van Kerckhove S.J. spreekt over: / Moderne Wereldpoëzie / Leden van het Gezelschap dragen voor / Leiding: Jan Brouwers,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,tg:lhps:24929,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1952-01-20,,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,tg:lhps:24929_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:24929_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000024269,referentienummer,False,,,,,,,,,,,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:24929,brocade id,False,,,,,,,,,,,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:24929/N,brocade url,False,,,,,,,,,,,,,,,
0a818aea-bf24-579d-aa82-6d151444aa22,tg:lhps:24929,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""46cf8bfc-08a3-5e7a-8a83-001439dd8d71"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6e573da7-3df3-4291-ac25-c16c989dc43b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
