ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:10104,https://data.letterenhuis.be/ark:/24970/4d7fee13-b7ff-59b1-ab06-2155a8cc724c,Affiches,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962.0,2077,In Copyright
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19620106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19620114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KVO / De Vrolijke Vrouwtjes van Windsor / Otto Nicolaï / Tekst: William Shakespeare / Dirigent: Walter Crabeels / Regie: Anton van de Velde / Choreografie: Frances Gionny / Zondag 7 januari: / Het Driemeisjeshuis / zangspel door Heinrich Berté, naar Franz Schubert / Dirigent: Jef Nachtergaele / Regie: Paul van den Borne",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1962-01-06,1962-01-14,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:10104_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000009920,referentienummer,False,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:10104,brocade id,False,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:10104/N,brocade url,False,,,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b1afe8f1-640a-59ef-8a94-a63163bfd2f4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3567d6a2-08f1-4a68-994f-1a4f7c326271"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_OriginalBrocade,,,au::10542,,,,lhps,,,b7f49eb2-e26f-59f8-944c-4f4c55174cd6,kw,,au::10542:1,au::10542g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/1127994"",""au::10542"",""au::10542:1"",""ark:/83110/x0/b7f49eb2-e26f-59f8-944c-4f4c55174cd6"",""Koninklijke Vlaamse Opera""],""name"":""Koninklijke Vlaamse Opera"",""ark"":""ark:/83110/x0/b7f49eb2-e26f-59f8-944c-4f4c55174cd6"",""uri"":""/agents/corporate_entities/1127994"",""id"":""au::10542:1"",""isCapacity"":false}",ark:/83110/x0/b7f49eb2-e26f-59f8-944c-4f4c55174cd6,agent,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_OriginalBrocade,,,au::13399,,,,lhps,,,aee73326-7c2c-5df4-b5f7-6c07b96336ce,kw,,au::13399:1,au::13399g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1433693"",""au::13399"",""au::13399:1"",""ark:/83110/x0/aee73326-7c2c-5df4-b5f7-6c07b96336ce"",""Jef Nachtergaele""],""name"":""Jef Nachtergaele"",""ark"":""ark:/83110/x0/aee73326-7c2c-5df4-b5f7-6c07b96336ce"",""uri"":""/agents/people/1433693"",""id"":""au::13399:1"",""isCapacity"":false}",ark:/83110/x0/aee73326-7c2c-5df4-b5f7-6c07b96336ce,agent,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_OriginalBrocade,,,au::19127,,,,lhps,,,df74ffe5-8246-5c73-827b-0f2d8ab722d1,kw,,au::19127:1,au::19127g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2046589"",""au::19127"",""au::19127:1"",""ark:/83110/x0/df74ffe5-8246-5c73-827b-0f2d8ab722d1"",""Anton van de Velde""],""name"":""Anton van de Velde"",""ark"":""ark:/83110/x0/df74ffe5-8246-5c73-827b-0f2d8ab722d1"",""uri"":""/agents/people/2046589"",""id"":""au::19127:1"",""isCapacity"":false}",ark:/83110/x0/df74ffe5-8246-5c73-827b-0f2d8ab722d1,agent,,,,,,,,,
4d7fee13-b7ff-59b1-ab06-2155a8cc724c,tg:lhps:10104,e73_OriginalBrocade,,,au::4594,,,,lhps,,,f4f837ca-355f-5c8b-b9e1-ef943b09d4c2,kw,,au::4594:1,au::4594g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/491558"",""au::4594"",""au::4594:1"",""ark:/83110/x0/f4f837ca-355f-5c8b-b9e1-ef943b09d4c2"",""Walter Crabeels""],""name"":""Walter Crabeels"",""ark"":""ark:/83110/x0/f4f837ca-355f-5c8b-b9e1-ef943b09d4c2"",""uri"":""/agents/people/491558"",""id"":""au::4594:1"",""isCapacity"":false}",ark:/83110/x0/f4f837ca-355f-5c8b-b9e1-ef943b09d4c2,agent,,,,,,,,,
