ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Creation Time Span Source Note,Documented Event Type,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Documented Event Place Name Widget,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:44538,record identifiers,https://data.letterenhuis.be/ark:/24970/a711ceaa-b52b-502f-92e0-cf92cc62a746,object identifier,Affiches,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""93fc6ab7-8d83-4475-8970-93ec9296fe87"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3247719c-76b1-4ba1-8c4c-25b6b40065b6"", ""inverseOntologyProperty"": """"}]"
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0,2108,In Copyright,
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19930508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19930830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Foundation Helan-Arts<br />
Bronze</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,1993-05-08,1993-08-30,,,,,,,,,,related events (relationship indicator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538_#1,e73_DocumentedEventsPlaces_lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,au::100216,921d9565-1aeb-5d8a-9067-bf4a465ba4a4,,,,,,,au::100216,921d9565-1aeb-5d8a-9067-bf4a465ba4a4,,au::100216,remarks,Nederlands,"dlod={""name"":""Bornem (Mechelen)"",""ark"":""ark:/83110/x0/921d9565-1aeb-5d8a-9067-bf4a465ba4a4"",""uri"":""/subjects/10723112"",""id"":""au::100216"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000040455,referentienummer,False,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:44538,brocade id,False,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:44538/N,brocade url,False,,,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""67e4fcf0-5236-54b2-967b-84c9089a8877"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17f2e9e2-70db-4627-a11b-3d68f14845fe"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
a711ceaa-b52b-502f-92e0-cf92cc62a746,tg:lhps:44538,e73_Titles,,,au::6889,,,,lhps,lhps,Affiche,b6600e23-1a20-55e2-a505-f5d21144a662,kw,,au::6889:1,au::6889g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/737123"",""au::6889"",""au::6889:1"",""ark:/83110/x0/b6600e23-1a20-55e2-a505-f5d21144a662"",""Foundation Helan-Arts"",""ark:/83110/x0/2cad308c-a4a6-539f-9b2f-7070676de707""],""name"":""Foundation Helan-Arts"",""ark"":""ark:/83110/x0/2cad308c-a4a6-539f-9b2f-7070676de707"",""uri"":""/agents/corporate_entities/737123"",""id"":""au::6889:1"",""resourceArk"":""ark:/83110/x0/b6600e23-1a20-55e2-a505-f5d21144a662"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b6600e23-1a20-55e2-a505-f5d21144a662,,,,,,,,,,,,
