ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:15946,https://data.letterenhuis.be/ark:/24970/2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,Affiches,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,00000405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,00000419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur van Assche,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,uuuu-04-05,uuuu-04-19,circa,circa,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Duffel,,au::100221:1,tg:lhps:15946_#1,"dlod={""name"":""Duffel (Mechelen)"",""ark"":""ark:/83110/x0/5423bbf6-9854-52e0-897c-d368cac16bd1"",""uri"":""/subjects/10723647"",""id"":""au::100221"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000015395,referentienummer,False,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:15946,brocade id,False,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:15946/N,brocade url,False,,,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c59e511e-f1fd-5d25-9349-2e55e96648c9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5cf81067-cd3e-451b-9200-ed6ecf8a01eb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
2a2591d6-ec35-5b5c-b437-e4c18c9ed1b9,tg:lhps:15946,e73_OriginalBrocade,,,au::768,,,,lhps,,,1643d14d-c67c-51ec-aa19-cbe861061edc,kw,,au::768:1,au::768g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/82176"",""au::768"",""au::768:1"",""ark:/83110/x0/1643d14d-c67c-51ec-aa19-cbe861061edc"",""Arthur van Assche""],""name"":""Arthur van Assche"",""ark"":""ark:/83110/x0/1643d14d-c67c-51ec-aa19-cbe861061edc"",""uri"":""/agents/people/82176"",""id"":""au::768:1"",""isCapacity"":false}",ark:/83110/x0/1643d14d-c67c-51ec-aa19-cbe861061edc,agent,,,,,,,,,
