ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Creation Time Span Source Note,Documented Event Type,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Documented Event Place Name Widget,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:29890,record identifiers,https://data.letterenhuis.be/ark:/24970/267ebe74-1b0a-5b81-9ffd-a1232718ee3a,object identifier,Affiches,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Oude nummering Volkskunde: 93.21.278</p>
","<p>Oude nummering Volkskunde: 93.21.278</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c8093097-d509-4339-84e8-0f07a10c8242"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aa213812-72a0-423e-aada-fc4452126eb8"", ""inverseOntologyProperty"": """"}]"
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,2065,In Copyright,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19500310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Leo Delwaide<br />
oud-burgemeester<br />
P.W. Segers<br />
Minister van verkeerswezen<br />
Frans Van Cauwelaert<br />
Voorzitter van de kamer<br />
De Koning zal terugkeren</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,1950-03-10,,,,,,,,,,,related events (relationship indicator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890_#1,e73_DocumentedEventsPlaces_lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,,Antwerpen (Antwerpen),au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,Antwerpen (Arrondissement Antwerpen),au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,au::100141,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000029197,referentienummer,False,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:29890,brocade id,False,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:29890/N,brocade url,False,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""67663e76-4079-51b0-8f83-b6883b6bd8ba"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ddafe576-837d-4e96-a910-deafe1a8f8ef"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_Titles,,,au::45694,,,,lhps,lhps,Affiche,2c91406c-a48a-5d0c-9c96-38d242fc6333,ds,designers,au::45694:1,au::45694g:1,,"dlod={""suggest"":[""/agents/people/4889258"",""au::45694"",""au::45694:1"",""ark:/83110/x0/2c91406c-a48a-5d0c-9c96-38d242fc6333"",""Lebacq"",""ark:/83110/x0/f7c05b52-9198-5f87-9228-03aeb48f8dce""],""name"":""Lebacq"",""ark"":""ark:/83110/x0/f7c05b52-9198-5f87-9228-03aeb48f8dce"",""uri"":""/agents/people/4889258"",""id"":""au::45694:1"",""resourceArk"":""ark:/83110/x0/2c91406c-a48a-5d0c-9c96-38d242fc6333"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2c91406c-a48a-5d0c-9c96-38d242fc6333,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_Titles,,,au::11367,,,,lhps,lhps,Affiche,421cf3dd-a783-5ba6-96fe-47705bd54fef,kw,,au::11367:1,au::11367g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1216269"",""au::11367"",""au::11367:1"",""ark:/83110/x0/421cf3dd-a783-5ba6-96fe-47705bd54fef"",""Leopold III"",""ark:/83110/x0/52b30d78-65a5-5bea-91cd-dc6e389ce164""],""name"":""Leopold III"",""ark"":""ark:/83110/x0/52b30d78-65a5-5bea-91cd-dc6e389ce164"",""uri"":""/agents/people/1216269"",""id"":""au::11367:1"",""resourceArk"":""ark:/83110/x0/421cf3dd-a783-5ba6-96fe-47705bd54fef"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/421cf3dd-a783-5ba6-96fe-47705bd54fef,,,,,,,,,,,,
267ebe74-1b0a-5b81-9ffd-a1232718ee3a,tg:lhps:29890,e73_Titles,,,au::16784,,,,lhps,lhps,Affiche,03a1652f-67eb-513e-8b31-dabc710f06d9,kw,,au::16784:1,au::16784g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1795888"",""au::16784"",""au::16784:1"",""ark:/83110/x0/03a1652f-67eb-513e-8b31-dabc710f06d9"",""Paul Willem Segers"",""ark:/83110/x0/9fa49c4b-8b31-562d-afce-594102d63bac""],""name"":""Paul Willem Segers"",""ark"":""ark:/83110/x0/9fa49c4b-8b31-562d-afce-594102d63bac"",""uri"":""/agents/people/1795888"",""id"":""au::16784:1"",""resourceArk"":""ark:/83110/x0/03a1652f-67eb-513e-8b31-dabc710f06d9"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/03a1652f-67eb-513e-8b31-dabc710f06d9,,,,,,,,,,,,
