ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:41028,https://data.letterenhuis.be/ark:/24970/094c3168-fd52-5a52-a329-81874338839f,Affiches,,,,,
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.0,2072,In Copyright
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19570112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartschouwburg Merksem / Nationaal Toneeltornooi / Lode Geysen / Yvonne Waegemans / Katlijne / Rupelgalm uit Boom,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1957-01-12,,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:41028_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000037010,referentienummer,False,,,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:41028,brocade id,False,,,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:41028/N,brocade url,False,,,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d999c019-28fb-592b-bb9a-267a150b0818"", ""ontologyProperty"": """", ""resourceXresourceId"": ""60919b40-2fce-456a-bb3d-582b45b89313"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,e73_OriginalBrocade,,,au::20922,,,,lhps,,,29148995-6e9b-515f-bc29-42c22e44c6af,kw,,au::20922:1,au::20922g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2238654"",""au::20922"",""au::20922:1"",""ark:/83110/x0/29148995-6e9b-515f-bc29-42c22e44c6af"",""Yvonne Waegemans""],""name"":""Yvonne Waegemans"",""ark"":""ark:/83110/x0/29148995-6e9b-515f-bc29-42c22e44c6af"",""uri"":""/agents/people/2238654"",""id"":""au::20922:1"",""isCapacity"":false}",ark:/83110/x0/29148995-6e9b-515f-bc29-42c22e44c6af,agent,,,,,,,,,
094c3168-fd52-5a52-a329-81874338839f,tg:lhps:41028,e73_OriginalBrocade,,,au::7435,,,,lhps,,,035ef557-bb27-5e55-a231-cd8a6681941d,kw,,au::7435:1,au::7435g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/795545"",""au::7435"",""au::7435:1"",""ark:/83110/x0/035ef557-bb27-5e55-a231-cd8a6681941d"",""Lode Geysen""],""name"":""Lode Geysen"",""ark"":""ark:/83110/x0/035ef557-bb27-5e55-a231-cd8a6681941d"",""uri"":""/agents/people/795545"",""id"":""au::7435:1"",""isCapacity"":false}",ark:/83110/x0/035ef557-bb27-5e55-a231-cd8a6681941d,agent,,,,,,,,,
