ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Creation Time Span Source Note,Documented Event Type,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Documented Event Place Name Widget,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:3491,record identifiers,https://data.letterenhuis.be/ark:/24970/38ae5e1b-e3e7-529b-8550-c851867d07b5,object identifier,Affiches,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""44b5b829-160f-46f6-b24c-ab5feaf1f48d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0e3f69ff-5ef0-4640-b7ed-4604e487578f"", ""inverseOntologyProperty"": """"}]"
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,2083,In Copyright,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19681206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19681217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Galerij De Eik / Ide Perez / Kunstschilder / Inleiding: R. Avermaete</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,1968-12-06,1968-12-17,,,,,,,,,,related events (relationship indicator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491_#1,e73_DocumentedEventsPlaces_lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,,Antwerpen (Antwerpen),au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,Antwerpen (Arrondissement Antwerpen),au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,au::100141,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000003462,referentienummer,False,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:3491,brocade id,False,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:3491/N,brocade url,False,,,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6c26c130-3a42-56ce-a1db-17300927c78e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b95df495-a0fe-44ee-b6cb-1be4875b2369"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_Titles,,,au::850,,,,lhps,lhps,Affiche,ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,kw,,au::850:1,au::850g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/90950"",""au::850"",""au::850:1"",""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""Roger Avermaete"",""ark:/83110/x0/f2e582a4-6402-5002-b61d-72338fd8687f""],""name"":""Roger Avermaete"",""ark"":""ark:/83110/x0/f2e582a4-6402-5002-b61d-72338fd8687f"",""uri"":""/agents/people/90950"",""id"":""au::850:1"",""resourceArk"":""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,,,,,,,,,,,,
38ae5e1b-e3e7-529b-8550-c851867d07b5,tg:lhps:3491,e73_Titles,,,au::9322,,,,lhps,lhps,Affiche,e60fc01d-c012-5a46-9d9c-2959dd43b912,kw,,au::9322:1,au::9322g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/997454"",""au::9322"",""au::9322:1"",""ark:/83110/x0/e60fc01d-c012-5a46-9d9c-2959dd43b912"",""Maria-Josefa Ide-Perez"",""ark:/83110/x0/9a5fda8c-c53a-50d9-bd78-2c0a6d32c96e""],""name"":""Maria-Josefa Ide-Perez"",""ark"":""ark:/83110/x0/9a5fda8c-c53a-50d9-bd78-2c0a6d32c96e"",""uri"":""/agents/people/997454"",""id"":""au::9322:1"",""resourceArk"":""ark:/83110/x0/e60fc01d-c012-5a46-9d9c-2959dd43b912"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e60fc01d-c012-5a46-9d9c-2959dd43b912,,,,,,,,,,,,
