ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:21699,https://data.letterenhuis.be/ark:/24970/5fba8ac1-2475-59e6-a760-fb74478b68cf,Affiches,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.0,2080,In Copyright
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699,e73_CreationActors,,,au::44322,,,,lhps,lhps,Affiche,308f0ee7-65d7-5a22-9330-916a34f19dce,ds,designers,au::44322:1,au::44322g:1,,"dlod={""suggest"":[""/agents/people/4742454"",""au::44322"",""au::44322:1"",""ark:/83110/x0/308f0ee7-65d7-5a22-9330-916a34f19dce"",""Leo Geurts""],""name"":""Leo Geurts"",""ark"":""ark:/83110/x0/308f0ee7-65d7-5a22-9330-916a34f19dce"",""uri"":""/agents/people/4742454"",""id"":""au::44322:1"",""isCapacity"":false}",ark:/83110/x0/308f0ee7-65d7-5a22-9330-916a34f19dce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19650928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeugdgemeenschap voor kunstbeleven / KNS / Avondjeugdvoorstelling van Don Juan / Komedie van Moliere / Regie: Walter Tillemans,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1965-09-28,,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699_#2,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:21699_#2,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,tg:lhps:21699_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:21699_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000021055,referentienummer,False,,,,,,,,,,,,,,,
5fba8ac1-2475-59e6-a760-fb74478b68cf,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:21699,brocade id,False,,,,,,,,,,,,,,,
