ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:20770,https://data.letterenhuis.be/ark:/24970/2651784e-651f-5db0-9e8f-59822f6ec73f,Affiches,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,2065,In Copyright
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19500930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19501010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galerie Buyle  
Yvonne Guns",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1950-09-30,1950-10-10,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:20770_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000020140,referentienummer,False,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:20770,brocade id,False,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:20770/N,brocade url,False,,,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f37e2791-ef0a-5cd5-be12-70b59b010f15"", ""ontologyProperty"": """", ""resourceXresourceId"": ""38f8c119-e968-47bf-9949-875d91bc16ce"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
2651784e-651f-5db0-9e8f-59822f6ec73f,tg:lhps:20770,e73_OriginalBrocade,,,au::8108,,,,lhps,,,c1bc3194-0c5d-5769-8c40-a384fd586cf5,kw,,au::8108:1,au::8108g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/867556"",""au::8108"",""au::8108:1"",""ark:/83110/x0/c1bc3194-0c5d-5769-8c40-a384fd586cf5"",""Yvonne Guns""],""name"":""Yvonne Guns"",""ark"":""ark:/83110/x0/c1bc3194-0c5d-5769-8c40-a384fd586cf5"",""uri"":""/agents/people/867556"",""id"":""au::8108:1"",""isCapacity"":false}",ark:/83110/x0/c1bc3194-0c5d-5769-8c40-a384fd586cf5,agent,,,,,,,,,
