ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:62389,https://data.letterenhuis.be/ark:/24970/132f4c41-d0fc-51e6-9c29-07abf67c34df,Affiches,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Kiet</p>
","<p>Kiet</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,2128,In Copyright
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,20130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Roovers spelen / Timon van Athene / William Shakespeare,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,2013,,reconstructie,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000058186,referentienummer,False,,,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:62389,brocade id,False,,,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:62389/N,brocade url,False,,,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""89866eb4-0aee-5bf0-852c-a102b8cbd0bd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c600c18f-78df-41e8-a2c4-d272031bb2b8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_OriginalBrocade,,,au::16900,,,,lhps,,,d5282c70-f348-55e7-8692-6074bc86a69e,kw,,au::16900:1,au::16900g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1808300"",""au::16900"",""au::16900:1"",""ark:/83110/x0/d5282c70-f348-55e7-8692-6074bc86a69e"",""William Shakespeare""],""name"":""William Shakespeare"",""ark"":""ark:/83110/x0/d5282c70-f348-55e7-8692-6074bc86a69e"",""uri"":""/agents/people/1808300"",""id"":""au::16900:1"",""isCapacity"":false}",ark:/83110/x0/d5282c70-f348-55e7-8692-6074bc86a69e,agent,,,,,,,,,
132f4c41-d0fc-51e6-9c29-07abf67c34df,tg:lhps:62389,e73_OriginalBrocade,,,au::48722,,,,lhps,,,f7660afb-5d35-510c-b4ed-d43231b76a94,kw,,au::48722:1,au::48722g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/5213254"",""au::48722"",""au::48722:1"",""ark:/83110/x0/f7660afb-5d35-510c-b4ed-d43231b76a94"",""De Roovers""],""name"":""De Roovers"",""ark"":""ark:/83110/x0/f7660afb-5d35-510c-b4ed-d43231b76a94"",""uri"":""/agents/corporate_entities/5213254"",""id"":""au::48722:1"",""isCapacity"":false}",ark:/83110/x0/f7660afb-5d35-510c-b4ed-d43231b76a94,agent,,,,,,,,,
