ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Creation Time Span Source Note,Documented Event Type,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Documented Event Place Name Widget,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:63231,record identifiers,https://data.letterenhuis.be/ark:/24970/f18b480e-5703-50bb-9b87-13050c8deb54,object identifier,Affiches,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7c9d1656-ed84-47e2-b5cb-a8bd3d2dedf9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b0512266-8f28-4738-a05a-5b15cf2da389"", ""inverseOntologyProperty"": """"}]"
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,00001206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,00001213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Jos Dufour / Kunstschilder - Artiste Peintre / C. Pardon / Beeldhouwer - Sculpteur / Stellen tentoon - exposent / in de Stedelijke Tentoonstellingszaal - dans la Salle d'Exposition Communale</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,uuuu-12-06,uuuu-12-13,circa,circa,,,,,,,,related events (relationship indicator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231_#1,e73_DocumentedEventsPlaces_lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,au::100963,a0ba2368-b2db-57ce-a269-7ed06a8423fe,,,,,,,au::100963,a0ba2368-b2db-57ce-a269-7ed06a8423fe,,au::100963,remarks,Nederlands,"dlod={""name"":""Leuven (Leuven)"",""ark"":""ark:/83110/x0/a0ba2368-b2db-57ce-a269-7ed06a8423fe"",""uri"":""/subjects/10803041"",""id"":""au::100963"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000059012,referentienummer,False,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:63231,brocade id,False,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:63231/N,brocade url,False,,,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fda027c4-0cd8-5ae4-8749-dfda6545bf71"", ""ontologyProperty"": """", ""resourceXresourceId"": ""81d410dd-172a-48d8-99d8-e5913f333fb4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_Titles,,,au::14358,,,,lhps,lhps,Affiche,0ca9b148-7bf7-59d3-9faf-dd6ff8c05e46,vb,,au::14358:1,au::14358g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1536306"",""au::14358"",""au::14358:1"",""ark:/83110/x0/0ca9b148-7bf7-59d3-9faf-dd6ff8c05e46"",""Clément Pardon"",""ark:/83110/x0/aa0ed281-9921-5389-b441-99b3d28d4557""],""name"":""Clément Pardon"",""ark"":""ark:/83110/x0/aa0ed281-9921-5389-b441-99b3d28d4557"",""uri"":""/agents/people/1536306"",""id"":""au::14358:1"",""resourceArk"":""ark:/83110/x0/0ca9b148-7bf7-59d3-9faf-dd6ff8c05e46"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0ca9b148-7bf7-59d3-9faf-dd6ff8c05e46,,,,,,,,,,,,
f18b480e-5703-50bb-9b87-13050c8deb54,tg:lhps:63231,e73_Titles,,,au::5994,,,,lhps,lhps,Affiche,d19cb626-97b8-548a-b458-790cecb68163,vb,,au::5994:1,au::5994g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/641358"",""au::5994"",""au::5994:1"",""ark:/83110/x0/d19cb626-97b8-548a-b458-790cecb68163"",""Jos Dufour"",""ark:/83110/x0/d78bfb0a-76ca-5d69-80f6-3ea63c096261""],""name"":""Jos Dufour"",""ark"":""ark:/83110/x0/d78bfb0a-76ca-5d69-80f6-3ea63c096261"",""uri"":""/agents/people/641358"",""id"":""au::5994:1"",""resourceArk"":""ark:/83110/x0/d19cb626-97b8-548a-b458-790cecb68163"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d19cb626-97b8-548a-b458-790cecb68163,,,,,,,,,,,,
