ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:58604,https://data.letterenhuis.be/ark:/24970/513211cc-d100-55d5-bfd3-4afb2f159385,Affiches,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,00000825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,00000831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stedelijk Kleinkunst - Theater / Liliane Dorekens, Connie Neefs, Luc Appermont / piano: Gus Decock / programma van Anton Peters en Juul Anthonissen / gasten Jef Cassiers en The Balladeers, Jef Burm en Will Ferdy en Fakkelteater Antwerpen in ""Eva & Mary in 't teater"" / Casino",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,uuuu-08-25,uuuu-08-31,circa,circa,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,3f071780-2abd-5bb8-94dd-bda2226215db,au::101021:1,tg:lhps:58604_#1,"dlod={""name"":""Blankenberge (Brugge)"",""ark"":""ark:/83110/x0/3f071780-2abd-5bb8-94dd-bda2226215db"",""uri"":""/subjects/10809247"",""id"":""au::101021"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000054399,referentienummer,False,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:58604,brocade id,False,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:58604/N,brocade url,False,,,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""db67fdae-4c7f-5f16-aa7c-912f6724f447"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f523489-0e30-4708-b1c8-a72eedbeb9a6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_OriginalBrocade,,,au::6698,,,,lhps,,,b76f3fb9-5751-53d6-ac2d-9ff85970f67c,kw,,au::6698:1,au::6698g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/716686"",""au::6698"",""au::6698:1"",""ark:/83110/x0/b76f3fb9-5751-53d6-ac2d-9ff85970f67c"",""Will Ferdy""],""name"":""Will Ferdy"",""ark"":""ark:/83110/x0/b76f3fb9-5751-53d6-ac2d-9ff85970f67c"",""uri"":""/agents/people/716686"",""id"":""au::6698:1"",""isCapacity"":false}",ark:/83110/x0/b76f3fb9-5751-53d6-ac2d-9ff85970f67c,agent,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_OriginalBrocade,,,au::3598,,,,lhps,,,2ce66c6a-e7eb-5a5a-b476-2665b2f3a7b2,kw,,au::3598:1,au::3598g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/384986"",""au::3598"",""au::3598:1"",""ark:/83110/x0/2ce66c6a-e7eb-5a5a-b476-2665b2f3a7b2"",""Casino Blankenberge""],""name"":""Casino Blankenberge"",""ark"":""ark:/83110/x0/2ce66c6a-e7eb-5a5a-b476-2665b2f3a7b2"",""uri"":""/agents/corporate_entities/384986"",""id"":""au::3598:1"",""isCapacity"":false}",ark:/83110/x0/2ce66c6a-e7eb-5a5a-b476-2665b2f3a7b2,agent,,,,,,,,,
513211cc-d100-55d5-bfd3-4afb2f159385,tg:lhps:58604,e73_OriginalBrocade,,,au::3247,,,,lhps,,,cca32735-2579-54e5-93bf-075e36eff273,kw,,au::3247:1,au::3247g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/347429"",""au::3247"",""au::3247:1"",""ark:/83110/x0/cca32735-2579-54e5-93bf-075e36eff273"",""Jef Burm""],""name"":""Jef Burm"",""ark"":""ark:/83110/x0/cca32735-2579-54e5-93bf-075e36eff273"",""uri"":""/agents/people/347429"",""id"":""au::3247:1"",""isCapacity"":false}",ark:/83110/x0/cca32735-2579-54e5-93bf-075e36eff273,agent,,,,,,,,,
