ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:43581,https://data.letterenhuis.be/ark:/24970/1c9f8c36-fd80-549f-b30b-96eab10710f9,Affiches,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,2124,In Copyright
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,20090611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-julifeest / Axl Peleman nodigt uit:,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,2uu9-06-11,,reconstructie,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:43581_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000039508,referentienummer,False,,,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:43581,brocade id,False,,,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:43581/N,brocade url,False,,,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""335e0c7a-cf6f-5077-8eb9-86795c3a121e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c4c0200f-6454-4cdf-b81e-047f5a242dad"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,e73_OriginalBrocade,,,au::4840,,,,lhps,,,92efbabc-ce6a-56bc-abd3-205f9a98505e,kw,,au::4840:1,au::4840g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/517880"",""au::4840"",""au::4840:1"",""ark:/83110/x0/92efbabc-ce6a-56bc-abd3-205f9a98505e"",""Dag van de Vlaamse Gemeenschap""],""name"":""Dag van de Vlaamse Gemeenschap"",""ark"":""ark:/83110/x0/92efbabc-ce6a-56bc-abd3-205f9a98505e"",""uri"":""/agents/corporate_entities/517880"",""id"":""au::4840:1"",""isCapacity"":false}",ark:/83110/x0/92efbabc-ce6a-56bc-abd3-205f9a98505e,agent,,,,,,,,,
1c9f8c36-fd80-549f-b30b-96eab10710f9,tg:lhps:43581,e73_OriginalBrocade,,,au::100141,,,,lhps,,,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,kw,,au::100141:1,au::100141g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab,place,,,,,,,,,
