ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:4464,https://data.letterenhuis.be/ark:/24970/984fe64d-8231-58b6-beae-b81c0b74a85d,Affiches,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954.0,2069,In Copyright
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_CreationActors,,,au::11866,,,,lhps,lhps,Affiche,3455c7f7-5565-575d-bae4-7df7e35f62cb,ds,designers,au::11866:1,au::11866g:1,,"dlod={""suggest"":[""/agents/people/1269662"",""au::11866"",""au::11866:1"",""ark:/83110/x0/3455c7f7-5565-575d-bae4-7df7e35f62cb"",""Simone Lutgen""],""name"":""Simone Lutgen"",""ark"":""ark:/83110/x0/3455c7f7-5565-575d-bae4-7df7e35f62cb"",""uri"":""/agents/people/1269662"",""id"":""au::11866:1"",""isCapacity"":false}",ark:/83110/x0/3455c7f7-5565-575d-bae4-7df7e35f62cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19540109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19540114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KNS / Fritz Hochwälder / Het Heilig Experiment / Regie: Maurits Balfoort / Vertaling: Herman Bruggen / Met: G. Vandermeulen, F. van den Brande",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1954-01-09,1954-01-14,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:4464_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000004395,referentienummer,False,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:4464,brocade id,False,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:4464/N,brocade url,False,,,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""56cd5b23-ee18-5e78-88d4-bb743adcad3f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9dc042a7-8a6a-4378-a9d3-500bbb15e513"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_OriginalBrocade,,,au::1042,,,,lhps,,,42a22dda-8758-5bbc-92af-6f5eda27205d,kw,,au::1042:1,au::1042g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/111494"",""au::1042"",""au::1042:1"",""ark:/83110/x0/42a22dda-8758-5bbc-92af-6f5eda27205d"",""Maurits Balfoort""],""name"":""Maurits Balfoort"",""ark"":""ark:/83110/x0/42a22dda-8758-5bbc-92af-6f5eda27205d"",""uri"":""/agents/people/111494"",""id"":""au::1042:1"",""isCapacity"":false}",ark:/83110/x0/42a22dda-8758-5bbc-92af-6f5eda27205d,agent,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_OriginalBrocade,,,au::13458,,,,lhps,,,9cff3a39-a52b-5d74-ad86-4eaa63807216,kw,,au::13458:1,au::13458g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/1440006"",""au::13458"",""au::13458:1"",""ark:/83110/x0/9cff3a39-a52b-5d74-ad86-4eaa63807216"",""Nationaal Toneel van België""],""name"":""Nationaal Toneel van België"",""ark"":""ark:/83110/x0/9cff3a39-a52b-5d74-ad86-4eaa63807216"",""uri"":""/agents/corporate_entities/1440006"",""id"":""au::13458:1"",""isCapacity"":false}",ark:/83110/x0/9cff3a39-a52b-5d74-ad86-4eaa63807216,agent,,,,,,,,,
984fe64d-8231-58b6-beae-b81c0b74a85d,tg:lhps:4464,e73_OriginalBrocade,,,au::18955,,,,lhps,,,62e3f359-d561-5664-970a-ec3f08ed40a5,kw,,au::18955:1,au::18955g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2028185"",""au::18955"",""au::18955:1"",""ark:/83110/x0/62e3f359-d561-5664-970a-ec3f08ed40a5"",""Gaston Vandermeulen""],""name"":""Gaston Vandermeulen"",""ark"":""ark:/83110/x0/62e3f359-d561-5664-970a-ec3f08ed40a5"",""uri"":""/agents/people/2028185"",""id"":""au::18955:1"",""isCapacity"":false}",ark:/83110/x0/62e3f359-d561-5664-970a-ec3f08ed40a5,agent,,,,,,,,,
