ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:44117,https://data.letterenhuis.be/ark:/24970/6e90169b-f41c-5dcf-8d5b-c564df2f1632,Affiches,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,2123,In Copyright
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,20080605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,20080629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judas Theaterproducties vzw presenteert / een musical van Jason Robert Brown / The Last 5 Years / Jan Schepens & Ann Van den Broeck in een regie van Frank Hoelen / Fakkelteater,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,2uu8-06-05,2uu8-06-29,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100141:1,tg:lhps:44117_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000040039,referentienummer,False,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:44117,brocade id,False,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:44117/N,brocade url,False,,,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3dad5666-2b6e-595d-94c2-25c1fc499e3d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d3bd89f2-6100-4217-98fd-9ff42a3d6796"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
6e90169b-f41c-5dcf-8d5b-c564df2f1632,tg:lhps:44117,e73_OriginalBrocade,,,au::6606,,,,lhps,,,f2905abf-f84c-5d31-b9a2-40411ff21b1e,kw,,au::6606:1,au::6606g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/706842"",""au::6606"",""au::6606:1"",""ark:/83110/x0/f2905abf-f84c-5d31-b9a2-40411ff21b1e"",""Fakkelteater""],""name"":""Fakkelteater"",""ark"":""ark:/83110/x0/f2905abf-f84c-5d31-b9a2-40411ff21b1e"",""uri"":""/agents/corporate_entities/706842"",""id"":""au::6606:1"",""isCapacity"":false}",ark:/83110/x0/f2905abf-f84c-5d31-b9a2-40411ff21b1e,agent,,,,,,,,,
