ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:12118,https://data.letterenhuis.be/ark:/24970/3df4fd1d-0391-513c-b180-7f6f05780b05,Affiches,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0,2085,In Copyright
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19701218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19710105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galerij Nova  
Kerstgeschenken van onze Kunstenaars",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1970-12-18,1971-01-05,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Mechelen,,au::100231:1,tg:lhps:12118_#1,"dlod={""name"":""Mechelen (Mechelen)"",""ark"":""ark:/83110/x0/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2"",""uri"":""/subjects/10724717"",""id"":""au::100231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000011760,referentienummer,False,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:12118,brocade id,False,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:12118/N,brocade url,False,,,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6db53830-3fa0-53d8-8076-31c1157e3fcb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b7728205-dca3-4f39-83cf-1d292440b3d4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
3df4fd1d-0391-513c-b180-7f6f05780b05,tg:lhps:12118,e73_OriginalBrocade,,,au::7064,,,,lhps,,,175f1ea3-b0b9-5213-aa82-1b68e2ef90b2,kw,,au::7064:1,au::7064g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/755848"",""au::7064"",""au::7064:1"",""ark:/83110/x0/175f1ea3-b0b9-5213-aa82-1b68e2ef90b2"",""Galerij Nova""],""name"":""Galerij Nova"",""ark"":""ark:/83110/x0/175f1ea3-b0b9-5213-aa82-1b68e2ef90b2"",""uri"":""/agents/corporate_entities/755848"",""id"":""au::7064:1"",""isCapacity"":false}",ark:/83110/x0/175f1ea3-b0b9-5213-aa82-1b68e2ef90b2,agent,,,,,,,,,
